UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,170521559,02/21/2017,1321 WESTRIDGE RD SW,408,Venetian Hills,S,33.71914,-84.44716,
AGG ASSAULT,170521604,02/21/2017,241 FORSYTH ST SW,512,Downtown,M,33.74809,-84.39722,
LARCENY-FROM VEHICLE,170521616,02/21/2017,1172 SPRING ST NW,503,Midtown,E,33.78653,-84.38935,
BURGLARY-RESIDENCE,170521619,02/21/2017,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416,
RAPE,170521627,02/21/2017,324 ARCHER WAY NW,106,Bankhead,K,33.76373,-84.42363,
LARCENY-NON VEHICLE,170521634,02/21/2017,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058,
AUTO THEFT,170521692,02/21/2017,104 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.75188,-84.41742,
AUTO THEFT,170521699,02/21/2017,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
AUTO THEFT,170521709,02/21/2017,815 WILLIAMS ST NW,505,Midtown,E,33.77836,-84.39007,
BURGLARY-RESIDENCE,170521724,02/21/2017,884 MARGARET PL NW,110,Grove Park,J,33.77897,-84.44994,
AGG ASSAULT,170521759,02/21/2017,1001 PONCE DE LEON AVE NE @DOBYS,602,Poncey-Highland,N,33.77315,-84.35304,
AUTO THEFT,170521871,02/21/2017,441 WESTMEATH DR SW,404,Westview,T,33.74323,-84.44625,
AUTO THEFT,170521975,02/21/2017,2500 CENTER ST NW @ETHERIDGE COURT APT,113,Carey Park,G,33.79088,-84.4723,
LARCENY-NON VEHICLE,170522012,02/21/2017,2619 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77579,-84.47254,
LARCENY-FROM VEHICLE,170522066,02/21/2017,437 MEMORIAL DR SE,605,Grant Park,W,33.74639,-84.37285,
LARCENY-NON VEHICLE,170522092,02/21/2017,1700 MONROE DR NE @KROGER - MONROE,213,Piedmont Heights,F,33.80052,-84.37307,
LARCENY-NON VEHICLE,170522272,02/21/2017,3535 PEACHTREE RD NE @PUBLIX - PEACHTREE,210,Lenox,B,33.85182,-84.3595,
LARCENY-FROM VEHICLE,170522286,02/21/2017,848 WILLIAMS ST NW,505,Midtown,E,33.77798,-84.39066,
BURGLARY-RESIDENCE,170522333,02/21/2017,794 MONROE DR NE,506,Midtown,E,33.77621,-84.37061,
AUTO THEFT,170522344,02/21/2017,1241 NORTHWEST DR NW,113,Monroe Heights,G,33.78945,-84.47774,
LARCENY-NON VEHICLE,170510003,02/20/2017,486 PONCE DE LEON AVE NE,506,Midtown,E,33.77379,-84.37122,
LARCENY-FROM VEHICLE,170510020,02/20/2017,3404 DELMAR LN NW @ADAMSVILLE PARK,111,Adamsville,H,33.7566,-84.49997,
LARCENY-FROM VEHICLE,170510047,02/20/2017,3412 MARTIN L KING JR DR SW,407,Adamsville,H,33.75489,-84.49963,
LARCENY-NON VEHICLE,170510086,02/20/2017,1541 NORTH AVE NW,107,Grove Park,J,33.7682,-84.4383,
BURGLARY-RESIDENCE,170510124,02/20/2017,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
BURGLARY-RESIDENCE,170510214,02/20/2017,1728 VENETIAN DR SW,408,Venetian Hills,S,33.71421,-84.44456,
BURGLARY-NONRES,170510357,02/20/2017,741 MONROE DR NE,506,Midtown,E,33.77472,-84.37068,
LARCENY-FROM VEHICLE,170510474,02/20/2017,411 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74253,-84.34852,
BURGLARY-RESIDENCE,170510493,02/20/2017,1035 PARSONS ST SW,104,Ashview Heights,T,33.75127,-84.42184,
AUTO THEFT,170510520,02/20/2017,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
AGG ASSAULT,170510557,02/20/2017,1510 OLYMPIAN WAY SW,402,Westview,T,33.73526,-84.43693,
AUTO THEFT,170510580,02/20/2017,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
AGG ASSAULT,170510594,02/20/2017,1847 BRANDYWINE ST SW,306,Sylvan Hills,X,33.70443,-84.41736,
LARCENY-NON VEHICLE,170510612,02/20/2017,440 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876,
LARCENY-FROM VEHICLE,170510633,02/20/2017,2150 SOUTHWOOD CV SW,412,Ben Hill Terrace,P,33.69532,-84.51838,
ROBBERY-PEDESTRIAN,170510636,02/20/2017,1700 MONROE DR NE @KROGER - MONROE,213,Piedmont Heights,F,33.80052,-84.37307,
AUTO THEFT,170510651,02/20/2017,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059,
BURGLARY-NONRES,170510666,02/20/2017,730 BARNETT ST NE,601,Virginia Highland,F,33.77443,-84.35902,
AGG ASSAULT,170510680,02/20/2017,140 PINE ST NE,509,Downtown,M,33.7678,-84.38297,
LARCENY-FROM VEHICLE,170510707,02/20/2017,2253 BUTNER RD SW,413,Fairburn,P,33.69143,-84.52185,
AUTO THEFT,170510717,02/20/2017,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042,
ROBBERY-PEDESTRIAN,170510809,02/20/2017,1848 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.80577,-84.47309,
LARCENY-FROM VEHICLE,170510822,02/20/2017,28316 PLANTATION DR NE,210,Pine Hills,B,33.83528,-84.35677,
LARCENY-FROM VEHICLE,170510867,02/20/2017,2017 TUXEDO AVE NE,608,Lake Claire,N,33.76581,-84.32142,
AUTO THEFT,170510879,02/20/2017,604 LYNHURST DR SW @TRINITY AME CHURCH,406,,I,33.73907,-84.48941,
LARCENY-FROM VEHICLE,170510898,02/20/2017,4076 FAIRBURN AVE SW,413,Fairburn,P,33.6918,-84.5228,
BURGLARY-NONRES,170511045,02/20/2017,1820 MARIETTA BLVD NW,203,Hills Park,D,33.80478,-84.4372,
AUTO THEFT,170511051,02/20/2017,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319,
AUTO THEFT,170511090,02/20/2017,2417 MAIN ST NW,110,Scotts Crossing,G,33.80374,-84.46723,
AUTO THEFT,170511135,02/20/2017,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69231,-84.51621,
LARCENY-FROM VEHICLE,170511188,02/20/2017,32 PACES WEST PL NW,202,Randall Mill,A,33.85259,-84.42781,
LARCENY-FROM VEHICLE,170511205,02/20/2017,87 PEACHTREE ST SW @KESSLERS DEPT STORE,511,Downtown,M,33.75243,-84.39198,
LARCENY-NON VEHICLE,170511215,02/20/2017,2147 BAKER RD NW,109,Center Hill,J,33.77056,-84.45806,
LARCENY-NON VEHICLE,170511317,02/20/2017,3565 MARTIN L KING JR DR NW @COLLIER HEIGHTS SC,111,Adamsville,H,33.7601,-84.50466,
BURGLARY-RESIDENCE,170511325,02/20/2017,1006 MARTIN ST SE,304,Peoplestown,V,33.72698,-84.38301,
LARCENY-FROM VEHICLE,170511382,02/20/2017,2166 PEACHTREE RD NW @HOUSTONS,207,,C,33.81349,-84.39275,
AUTO THEFT,170511388,02/20/2017,5 BOULEVARD SE,604,,E,33.81062,-84.39086,
LARCENY-NON VEHICLE,170511390,02/20/2017,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,170511415,02/20/2017,1388 LA FRANCE ST NE,609,Edgewood,O,33.7608,-84.34229,
AUTO THEFT,170511434,02/20/2017,3385 DONALD LEE HOLLOWELL PKWY NW,114,Atlanta Industrial Park,G,33.79224,-84.49757,
AGG ASSAULT,170511499,02/20/2017,I-85 NB EXPY SW / CLEVELAND AVE SW,309,Perkerson,X,33.68131,-84.41149,
LARCENY-NON VEHICLE,170511515,02/20/2017,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807,
LARCENY-FROM VEHICLE,170511531,02/20/2017,1001 PIEDMONT AVE NE,502,Midtown,E,33.78202,-84.38022,
LARCENY-FROM VEHICLE,170511600,02/20/2017,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355,
AUTO THEFT,170511658,02/20/2017,3071 MIDDLETON RD NW,111,,I,33.75276,-84.48994,
LARCENY-NON VEHICLE,170511668,02/20/2017,3400 LENOX DR NE @CORE POWER YOGA,210,Lenox,B,33.84578,-84.36489,
AGG ASSAULT,170511676,02/20/2017,3131 CAMPBELLTON RD SW,409,Southwest,R,33.69252,-84.49134,
LARCENY-FROM VEHICLE,170511722,02/20/2017,100 BISCAYNE DR NW,205,,C,33.81524,-84.3937,
LARCENY-FROM VEHICLE,170511728,02/20/2017,2964 PEACHTREE RD NW,206,Peachtree Heights West,B,33.8358,-84.38339,
AGG ASSAULT,170511732,02/20/2017,2291 FAIRBURN RD SW,412,Kings Forest,P,33.69211,-84.51148,
RAPE,170511772,02/20/2017, 738 DILL AVE SW ,301,Capitol View,X,33.71829,-84.41184,
LARCENY-NON VEHICLE,170511794,02/20/2017,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487,
AUTO THEFT,170511845,02/20/2017,512 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76417,-84.37053,
ROBBERY-COMMERCIAL,170511852,02/20/2017,132 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75871,-84.41774,
LARCENY-FROM VEHICLE,170511892,02/20/2017,3255 PEACHTREE RD NE ,208,Peachtree Park,B,33.84391,-84.37083,
AUTO THEFT,170511921,02/20/2017,1790 S OLYMPIAN WAY SW,404,Westview,T,33.73519,-84.44662,
LARCENY-FROM VEHICLE,170511960,02/20/2017,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702,
LARCENY-FROM VEHICLE,170511987,02/20/2017,807 ATLANTA STUDENT MOVE BLVD SW,101,Atlanta University Center,T,33.74955,-84.41397,
LARCENY-NON VEHICLE,170512012,02/20/2017,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-NON VEHICLE,170512110,02/20/2017,2001 JAMES JACKSON PKWY NW,203,Riverside,D,33.81063,-84.47569,
AUTO THEFT,170512132,02/20/2017,2835 BROWNS MILL RD SE,312,Glenrose Heights,Z,33.67742,-84.38448,
BURGLARY-RESIDENCE,170512206,02/20/2017,762 LEXINGTON AVE SW,301,Adair Park,V,33.7249,-84.41248,
LARCENY-NON VEHICLE,170512252,02/20/2017,134 PEACHTREE ST NW,508,Downtown,M,33.75719,-84.38806,
LARCENY-FROM VEHICLE,170512286,02/20/2017,1044 Washita AVE,602,Inman Park,N,33.76311,-84.35218,
BURGLARY-NONRES,170512328,02/20/2017,415 ARMOUR DR NE,212,,F,33.81267,-84.37412,
LARCENY-NON VEHICLE,170512335,02/20/2017,305 OLD IVY RD NE,209,North Buckhead,B,33.85618,-84.37696,
LARCENY-FROM VEHICLE,170512379,02/20/2017,215 NORTH AVE NE,603 ,Old Fourth Ward,M,33.77117,-84.38025,
LARCENY-FROM VEHICLE,170512439,02/20/2017,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-FROM VEHICLE,170512535,02/20/2017,144 PONCE DE LEON AVE NE,505,Midtown,E,33.77255,-84.38249,
LARCENY-NON VEHICLE,170512567,02/20/2017,4279 ROSWELL RD NE,209,North Buckhead,B,33.87121,-84.37931,
ROBBERY-COMMERCIAL,170512628,02/20/2017,1294 DONNELLY AVE SW,402,West End,T,33.73453,-84.43003,
LARCENY-NON VEHICLE,170512649,02/20/2017,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
BURGLARY-RESIDENCE,170512665,02/20/2017,1448 ROME DR NW,105,Hunter Hills,K,33.76282,-84.43532,
LARCENY-FROM VEHICLE,170512682,02/20/2017,144 MORELAND AVE NE,606,Reynoldstown,N,33.75698,-84.34929,
LARCENY-FROM VEHICLE,170512684,02/20/2017,961 VIRGINIA AVE NE,601,Virginia Highland,F,33.78195,-84.35588,
LARCENY-FROM VEHICLE,170512688,02/20/2017,1284 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84862,-84.42869,
LARCENY-NON VEHICLE,170512724,02/20/2017,3534 MARTIN L KING JR DR SW,407,Adamsville,H,33.75771,-84.50344,
AGG ASSAULT,170512732,02/20/2017,3517 OAKSHIRE WAY WAY SE,313,South River Gardens,Z,33.65529,-84.35453,
LARCENY-NON VEHICLE,170512814,02/20/2017,2350 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8195,-84.35199,
LARCENY-FROM VEHICLE,170512832,02/20/2017,699 11TH ST NW,501,Home Park,E,33.78326,-84.41016,
BURGLARY-RESIDENCE,170512903,02/20/2017,843 VIRGIL ST NE,602,Inman Park,N,33.75856,-84.35995,
AUTO THEFT,170512915,02/20/2017,306 PONCE DE LEON AVE.,505,Midtown,E,33.7726,-84.37708,
LARCENY-NON VEHICLE,170502330,02/20/2017,1358 GLENWOOD AVENUE,612,East Atlanta,W,33.74039,-84.34318,
ROBBERY-PEDESTRIAN,170502357,02/19/2017,1694 AVON AVE SW,408,Venetian Hills,S,33.72242,-84.44297,
AUTO THEFT,170502414,02/19/2017,3270 WELLINGTON WALK SW,414,Princeton Lakes,P,33.6608,-84.51578,
RAPE,170502416,02/19/2017,565 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8224,-84.36851,
LARCENY-FROM VEHICLE,170502422,02/19/2017,500 AMSTERDAM AVE NE,213,Morningside/Lenox Park,F,33.78856,-84.36992,
LARCENY-NON VEHICLE,170502439,02/19/2017,1049 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77315,-84.35304,
LARCENY-FROM VEHICLE,170502460,02/19/2017,1600 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79816,-84.36838,
ROBBERY-PEDESTRIAN,170502524,02/19/2017,259 PETERS ST SW,507,Castleberry Hill,M,33.7474,-84.4019,
LARCENY-FROM VEHICLE,170502552,02/19/2017,909 PONCE DE LEON AVE NE ,601,,N,33.77382,-84.35733,
AUTO THEFT,170502556,02/19/2017,445 CLEVELAND AVE. SE ,310,Rosedale Heights,Z,33.68013,-84.37757,
LARCENY-FROM VEHICLE,170502568,02/19/2017,428 PONCE DE LEON AVE NE,506,Midtown,E,33.77333,-84.37336,
AUTO THEFT,170502575,02/19/2017,1069 WASHINGTON HEIGHTS TER NW,105,Washington Park,K,33.76147,-84.42254,
AUTO THEFT,170502586,02/19/2017,1075 PEACHTREE WALK NE,503,Midtown,E,33.78366,-84.38606,
LARCENY-FROM VEHICLE,170502634,02/19/2017,171 AUBURN AVE NE ,510,Downtown,M,33.75546,-84.38185,
BURGLARY-RESIDENCE,170502653,02/19/2017,2453 CORONET WAY NW,201,,C,33.8209,-84.44958,
LARCENY-FROM VEHICLE,170502668,02/19/2017,330 MARIETTA ST NW,507,Downtown,M,33.76212,-84.39669,
LARCENY-NON VEHICLE,170508003,02/19/2017,8700 SPINE RD,703,,,33.64085,-84.43915,
BURGLARY-RESIDENCE,170500079,02/19/2017,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574,
BURGLARY-RESIDENCE,170500235,02/19/2017,1117 GARIBALDI ST SW,302,Pittsburgh,V,33.72432,-84.39941,
AUTO THEFT,170500376,02/19/2017,719 ALINE DR NW,112,Collier Heights,I,33.77498,-84.48875,
LARCENY-FROM VEHICLE,170500504,02/19/2017,3179 PEACHTREE RD NE ,206,Buckhead Village,B,33.84103,-84.37544,
AUTO THEFT,170500555,02/19/2017,1339 ELAINE AVE NW,203,Blandtown,D,33.79116,-84.42872,
BURGLARY-NONRES,170500605,02/19/2017,3030 HEADLAND DR SW,411,Greenbriar,R,33.68841,-84.48742,
LARCENY-FROM VEHICLE,170500635,02/19/2017,634 NORTHSIDE DR SW,303,Pittsburgh,V,33.73995,-84.40807,
LARCENY-FROM VEHICLE,170500779,02/19/2017,372 FAIRBURN RD NW,111,Adamsville,H,33.76561,-84.50039,
LARCENY-FROM VEHICLE,170500830,02/19/2017,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637,
LARCENY-FROM VEHICLE,170500894,02/19/2017,3378 GREENBRIAR PKWY SW;,413,,P,33.68387,-84.50204,
LARCENY-FROM VEHICLE,170500907,02/19/2017,716 STOKESWOOD AVE SE,612,East Atlanta,W,33.73463,-84.34447,
LARCENY-NON VEHICLE,170500928,02/19/2017,2060 PEACHTREE RD NW,207,,E,33.81115,-84.39289,
BURGLARY-NONRES,170500983,02/19/2017,542 BOULEVARD NE,603,Old Fourth Ward,M,33.7691,-84.37223,
AUTO THEFT,170500985,02/19/2017,364 ELMIRA PL NE,608,Candler Park,N,33.7639,-84.347,
LARCENY-FROM VEHICLE,170501023,02/19/2017,888 OGLETHORPE AVE SW,401,West End,T,33.73561,-84.41706,
LARCENY-FROM VEHICLE,170501046,02/19/2017,306 LUCKIE ST NW,508,Downtown,M,33.76225,-84.39583,
BURGLARY-RESIDENCE,170501051,02/19/2017,257 CHALMERS DR NW,112,Collier Heights,I,33.76239,-84.4767,
LARCENY-FROM VEHICLE,170501056,02/19/2017,842 N HIGHLAND AVE NE,601,Virginia Highland,F,33.7775,-84.3529,
LARCENY-FROM VEHICLE,170501071,02/19/2017,36 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76074,-84.38561,
LARCENY-FROM VEHICLE,170501073,02/19/2017,1050 WELCH ST SW,302,Pittsburgh,V,33.72624,-84.40464,
LARCENY-FROM VEHICLE,170501094,02/19/2017,3378 GREENBRIAR PKWY SW;,413,,P,33.68387,-84.50204,
LARCENY-FROM VEHICLE,170501101,02/19/2017,390 STOVALL ST SE,606,Ormewood Park,W,33.7436,-84.35429,
AUTO THEFT,170501124,02/19/2017,349 DECATUR ST SE,604,Sweet Auburn,M,33.74988,-84.37788,
LARCENY-FROM VEHICLE,170501159,02/19/2017,850 PIEDMONT AVE NE,505,Midtown,E,33.77778,-84.38137,
LARCENY-FROM VEHICLE,170501206,02/19/2017,2130 SOUTHWOOD CV SW,412,Ben Hill Terrace,P,33.69598,-84.5183,
AGG ASSAULT,170501213,02/19/2017,2178 BOLLINGBROOK DR SW,406,Beecher Hills,I,33.73503,-84.46048,
AUTO THEFT,170501221,02/19/2017,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,
LARCENY-FROM VEHICLE,170501277,02/19/2017,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,
AUTO THEFT,170501296,02/19/2017,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805,
LARCENY-FROM VEHICLE,170501349,02/19/2017,2446 SUSAN LN SW;,413,Mellwood,P,33.68805,-84.50761,
LARCENY-FROM VEHICLE,170501428,02/19/2017,1961 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70105,-84.40854,
AGG ASSAULT,170501434,02/19/2017,21 ALLEN TEMPLE CT NW,111,,I,33.75486,-84.491,
LARCENY-FROM VEHICLE,170501454,02/19/2017,2440 MAIN ST NW,110,Scotts Crossing,G,33.80344,-84.46806,
LARCENY-NON VEHICLE,170501459,02/19/2017,900 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76337,-84.41688,
LARCENY-NON VEHICLE,170501548,02/19/2017,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,
LARCENY-FROM VEHICLE,170501603,02/19/2017,2021 MANCHESTER ST NE,212,Morningside/Lenox Park,F,33.80998,-84.36308,
LARCENY-FROM VEHICLE,170501670,02/19/2017,547 HUNT ST NE,603,Old Fourth Ward,M,33.76965,-84.37467,
BURGLARY-RESIDENCE,170501757,02/19/2017,2160 LA DAWN LN NW,203,Bolton,D,33.81582,-84.45839,
BURGLARY-RESIDENCE,170501764,02/19/2017,1230 WESTRIDGE RD SW,408,Venetian Hills,S,33.72167,-84.44656,
BURGLARY-RESIDENCE,170501796,02/19/2017,1711 WESTHAVEN DR SW,404,Cascade Avenue/Road,S,33.73279,-84.44388,
LARCENY-NON VEHICLE,170501820,02/19/2017,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,170501857,02/19/2017,1683 LAKEWOOD AVE. ,307,Lakewood Heights,Y,33.70735,-84.38009,
LARCENY-NON VEHICLE,170502006,02/19/2017,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-NON VEHICLE,170502031,02/19/2017,2636 MARTIN LUTHER KING JR DR SW,405,,I,33.75527,-84.48577,
LARCENY-FROM VEHICLE,170502041,02/19/2017,2852 CASCADE RD SW @CASCADE SPRINGS NATU,409,Cascade Heights,I,33.71785,-84.47959,
LARCENY-NON VEHICLE,170502113,02/19/2017,1959 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70262,-84.38491,
LARCENY-NON VEHICLE,170502142,02/19/2017,548 NORTHSIDE DR NW,103,English Avenue,L,33.7697,-84.40508,
LARCENY-FROM VEHICLE,170502181,02/19/2017,853 BROOKLINE ST SW,301,Adair Park,V,33.72768,-84.4151,
LARCENY-FROM VEHICLE,170502223,02/19/2017,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
BURGLARY-RESIDENCE,170502274,02/19/2017,1725 BEECHER ST SW,404,Westview,T,33.73385,-84.44416,
LARCENY-FROM VEHICLE,170490025,02/18/2017,8 6TH ST NE,505,Midtown,E,33.77762,-84.3869,
AGG ASSAULT,170490029,02/18/2017,422 MCAFEE ST NW,504,Downtown,M,33.7657,-84.39468,
AUTO THEFT,170490079,02/18/2017,866 W PEACHTREE ST NW,505,Midtown,E,33.77822,-84.38772,
BURGLARY-RESIDENCE,170490428,02/18/2017,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671,
AGG ASSAULT,170490443,02/18/2017,1739 CHESHIRE BRIDGE RD NE,213,Morningside/Lenox Park,F,33.80748,-84.36519,
ROBBERY-PEDESTRIAN,170490503,02/18/2017,349 CLEVELAND AVE,311,Perkerson,X,33.68123,-84.40109,
LARCENY-FROM VEHICLE,170490524,02/18/2017,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,604,Sweet Auburn,M,33.75118,-84.37486,
LARCENY-FROM VEHICLE,170490718,02/18/2017,2416 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82098,-84.3685,
BURGLARY-RESIDENCE,170490769,02/18/2017,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042,
LARCENY-FROM VEHICLE,170490781,02/18/2017,240 AMAL DR SW,307,Betmar LaVilla,Y,33.70655,-84.39492,
LARCENY-FROM VEHICLE,170490814,02/18/2017,360 MARIETTA ST NW,507,Downtown,M,33.76269,-84.39702,
LARCENY-FROM VEHICLE,170490857,02/18/2017,145 EDGEWOOD AVE SE,510,Downtown,M,33.75421,-84.38294,
BURGLARY-RESIDENCE,170490869,02/18/2017,460 LYNN VALLEY RD SW,406,,I,33.73741,-84.48336,
AGG ASSAULT,170490912,02/18/2017,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,604,Sweet Auburn,M,33.75299,-84.37606,
BURGLARY-RESIDENCE,170490936,02/18/2017,219 LITTLE ST SE,304,Summerhill,V,33.73294,-84.38063,
LARCENY-FROM VEHICLE,170490952,02/18/2017,3141 WELMINGHAM DR SW,414,Princeton Lakes,P,33.66523,-84.51711,
AUTO THEFT,170491050,02/18/2017,3330 PIEDMONT RD NE @Multiple,208,Buckhead Forest,B,33.84564,-84.37462,
LARCENY-NON VEHICLE,170491197,02/18/2017,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
AUTO THEFT,170491217,02/18/2017,664 BELLEMEADE AVE NW,207,Berkeley Park,D,33.80007,-84.40995,
LARCENY-FROM VEHICLE,170491236,02/18/2017,1512 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79619,-84.37048,
LARCENY-NON VEHICLE,170491257,02/18/2017,406 PAINES AVE NW,103,English Avenue,L,33.76576,-84.41491,
LARCENY-FROM VEHICLE,170491280,02/18/2017,555 WHITEHALL ST SW,303,Mechanicsville,V,33.74297,-84.40628,
LARCENY-NON VEHICLE,170491312,02/18/2017,275 BAKER  STREET NW,508,Downtown,M,33.76206,-84.39568,
LARCENY-FROM VEHICLE,170491313,02/18/2017,900 MONROE DR NE,506,Midtown,E,33.77916,-84.36967,
BURGLARY-RESIDENCE,170491360,02/18/2017,791 WOODLAND AVE SE,607,Ormewood Park,W,33.7328,-84.35173,
BURGLARY-NONRES,170491368,02/18/2017,1127 GLENWOOD AVE SE,607,Ormewood Park,W,33.74019,-84.35028,
LARCENY-FROM VEHICLE,170491379,02/18/2017,503 PEEPLES ST SW,401,West End,T,33.74121,-84.42084,
AUTO THEFT,170491412,02/18/2017,265 PEACHTREE ST NE @HYATT REGENCY HOTEL,509,Downtown,M,33.76152,-84.38672,
BURGLARY-RESIDENCE,170491516,02/18/2017,2024 CONRAD AVE SE,307,Lakewood Heights,Y,33.69892,-84.3813,
AUTO THEFT,170491594,02/18/2017,264 BOOKER ST,302,Joyland,Y,33.7122,-84.39763,
LARCENY-FROM VEHICLE,170491598,02/18/2017,878 PEACHTREE ST NE,505,Midtown,E,33.7788,-84.38438,
BURGLARY-RESIDENCE,170491628,02/18/2017,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,
LARCENY-NON VEHICLE,170491635,02/18/2017,210 PEACHTREE ST NW @WESTIN HOTEL,508,Downtown,M,33.75943,-84.38837,
LARCENY-NON VEHICLE,170491641,02/18/2017,2636 MARTIN LUTHER KING JR DR SW,405,Harland Terrace,I,33.75277,-84.47429,
LARCENY-FROM VEHICLE,170491706,02/18/2017,1726 FAIRBURN RD SW,412,Heritage Valley,P,33.7071,-84.50666,
LARCENY-FROM VEHICLE,170491731,02/18/2017,3365 PIEDMONT RD NE,208,North Buckhead,B,33.84687,-84.37284,
LARCENY-FROM VEHICLE,170491815,02/18/2017,3735 ROSWELL RD NE,209,North Buckhead,B,33.85704,-84.38166,
LARCENY-NON VEHICLE,170491831,02/18/2017,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,170491844,02/18/2017,3223 CAINS HILL PL NW,206,South Tuxedo Park,B,33.84251,-84.38044,
BURGLARY-RESIDENCE,170491845,02/18/2017,2262 1ST AVE NE,610,Kirkwood,O,33.75504,-84.31354,
LARCENY-FROM VEHICLE,170491870,02/18/2017,HUMPHRIES ST SW / GLENN ST SW,303,Mechanicsville,V,33.73815,-84.40435,
LARCENY-FROM VEHICLE,170492024,02/18/2017,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65684,-84.51316,
LARCENY-FROM VEHICLE,170492036,02/18/2017,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,
LARCENY-FROM VEHICLE,170492056,02/18/2017,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.81,-84.39583,
LARCENY-FROM VEHICLE,170492083,02/18/2017,842 N HIGHLAND AVE NE,601,Virginia Highland,F,33.7775,-84.3529,
LARCENY-FROM VEHICLE,170492238,02/18/2017,445 HUNNICUTT ST NW,504,Downtown,M,33.76665,-84.39611,
LARCENY-FROM VEHICLE,170492390,02/18/2017,1752 BUCKEYE ST SW,306,Sylvan Hills,X,33.70742,-84.41713,
BURGLARY-NONRES,170492404,02/18/2017,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,
