UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,162970099,10/23/2016,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051,
AUTO THEFT,162970128,10/23/2016,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643,
LARCENY-FROM VEHICLE,162970193,10/23/2016,98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK,604,Sweet Auburn,M,33.75118,-84.37486,
LARCENY-NON VEHICLE,162970250,10/23/2016,2002 LAKEWOOD WAY SW @LAKEWOOD AMP,307,Lakewood Heights,Y,33.7007,-84.39835,
AUTO THEFT,162970291,10/23/2016,163 PETERS ST SW,507,Castleberry Hill,M,33.75021,-84.39844,
LARCENY-FROM VEHICLE,162970306,10/23/2016,3261 ROSWELL RD NE,208,Buckhead Forest,B,33.84456,-84.37974,
ROBBERY-PEDESTRIAN,162970335,10/23/2016,648 HUGH ST SW,301,Adair Park,V,33.73345,-84.40897,
LARCENY-FROM VEHICLE,162970365,10/23/2016,3150 HOWELL MILL RD NW @JEWISH HOME,201,,C,33.83951,-84.42835,
AUTO THEFT,162970486,10/23/2016,181 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.7369,-84.39333,
LARCENY-NON VEHICLE,162970599,10/23/2016,3771 ROSWELL RD NE,209,North Buckhead,B,33.8575,-84.38159,
ROBBERY-PEDESTRIAN,162970638,10/23/2016,595 NORTH AVE NW,103,English Avenue,L,33.77013,-84.40695,
LARCENY-FROM VEHICLE,162970785,10/23/2016,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992,
BURGLARY-NONRES,162970818,10/23/2016,2975 HEADLAND DR SW,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-FROM VEHICLE,162970964,10/23/2016,146 7TH ST NE,505,Midtown,E,33.77868,-84.3824,
LARCENY-FROM VEHICLE,162971015,10/23/2016,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869,
LARCENY-FROM VEHICLE,162971047,10/23/2016,2726 DEERWOOD LN SW,414,Ben Hill,P,33.67266,-84.5152,
LARCENY-FROM VEHICLE,162971092,10/23/2016,229 MAPLE ST NW,102,Vine City,L,33.76091,-84.40513,
AGG ASSAULT,162971102,10/23/2016,389 HOLDERNESS ST SW,401,West End,T,33.74443,-84.42732,
LARCENY-FROM VEHICLE,162971104,10/23/2016,244 GIBSON ST SE,606,Reynoldstown,N,33.74735,-84.35554,
LARCENY-NON VEHICLE,162971144,10/23/2016,44 PEACHTREE PL NW,503,Midtown,E,33.78045,-84.38923,
LARCENY-FROM VEHICLE,162971164,10/23/2016,240 N HIGHLAND AVE NE,602,Inman Park,N,33.76183,-84.36026,
AUTO THEFT,162971168,10/23/2016,1542 MARKAN DR NE,213,,,33.79605,-84.34318,
LARCENY-FROM VEHICLE,162971211,10/23/2016,678 YORKSHIRE RD NE,213,Morningside/Lenox Park,F,33.79547,-84.36495,
LARCENY-FROM VEHICLE,162971259,10/23/2016,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,509,Downtown,M,33.77023,-84.38815,
AGG ASSAULT,162971266,10/23/2016,945 HARWELL ST NW,105,Washington Park,K,33.75576,-84.41853,
AGG ASSAULT,162971293,10/23/2016,224 FLETCHER ST SW,302,Pittsburgh,V,33.72551,-84.39547,
BURGLARY-RESIDENCE,162971340,10/23/2016,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
BURGLARY-RESIDENCE,162971365,10/23/2016,3804 MARTIN L KING JR DR SW @GORDON FOREST APT,114,Old Gordon,H,33.76707,-84.51461,
LARCENY-NON VEHICLE,162971393,10/23/2016,4596 CLUB DR NE,209,Brookhaven,B,33.87738,-84.34981,
LARCENY-FROM VEHICLE,162971411,10/23/2016,1955 COMPTON DR SE @SOUTH BEND PARK,307,Lakewood Heights,Y,33.7009,-84.38279,
BURGLARY-RESIDENCE,162971432,10/23/2016,385 LEGACY DR SW,104,Harris Chiles,T,33.74494,-84.41937,
LARCENY-NON VEHICLE,162971455,10/23/2016,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,206,Peachtree Heights West,B,33.83399,-84.3841,
LARCENY-NON VEHICLE,162971459,10/23/2016,950 W PEACHTREE ST NW ,503,Midtown,E,33.78014,-84.38747,
AUTO THEFT,162971470,10/23/2016,2885 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.69731,-84.41113,
LARCENY-FROM VEHICLE,162971530,10/23/2016,920 SELLS AVE SW,104,Harris Chiles,T,33.74532,-84.4182,
AUTO THEFT,162971567,10/23/2016,651 COMMERCIAL AVE NW,109,Center Hill,J,33.77279,-84.47108,
LARCENY-FROM VEHICLE,162971574,10/23/2016,1210 CAROLINE ST NE,609,Edgewood,O,33.75938,-84.34863,
AUTO THEFT,162971582,10/23/2016,3669 POWERS FERRY RD NE,209,East Chastain Park,B,33.85641,-84.38288,
LARCENY-FROM VEHICLE,162971589,10/23/2016,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778,
LARCENY-NON VEHICLE,162971599,10/23/2016,4389 ROSWELL RD NE,209,North Buckhead,B,33.87454,-84.38078,
AUTO THEFT,162971658,10/23/2016,3405 LENOX RD NE ,210,Lenox,B,33.848,-84.35947,
LARCENY-FROM VEHICLE,162971677,10/23/2016,1750 HOWELL MILL RD NW,204,Berkeley Park,D,33.80089,-84.4157,
LARCENY-FROM VEHICLE,162971720,10/23/2016,9 CARLTON DR NE,202,East Chastain Park,A,33.87236,-84.38748,
LARCENY-FROM VEHICLE,162971725,10/23/2016,610 SPRING ST NW,509,Downtown,M,33.77101,-84.38895,
LARCENY-FROM VEHICLE,162971796,10/23/2016,1968 PEACHTREE RD NW,207,,E,33.81,-84.39583,
LARCENY-NON VEHICLE,162971852,10/23/2016,30 NORTH AVE NE,505,Midtown,E,33.7716,-84.38643,
LARCENY-NON VEHICLE,162971869,10/23/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
ROBBERY-PEDESTRIAN,162971888,10/23/2016,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
LARCENY-FROM VEHICLE,162971913,10/23/2016,365 CLEVELAND AVE SE @SOUTHEAST ATLANTA,312,Rosedale Heights,Z,33.67953,-84.37899,
LARCENY-NON VEHICLE,162971954,10/23/2016,1083 WESTVIEW DR SW,104,Ashview Heights,T,33.74725,-84.42314,
BURGLARY-RESIDENCE,162972028,10/23/2016,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082,
ROBBERY-PEDESTRIAN,162972038,10/23/2016,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149,
AUTO THEFT,162972069,10/23/2016,645 SHELTON AVE SW,301,Adair Park,V,33.7345,-84.40997,
LARCENY-FROM VEHICLE,162972141,10/23/2016,3424 PEACHTREE RD NE,208,North Buckhead,B,33.85153,-84.36486,
LARCENY-FROM VEHICLE,162972160,10/23/2016,1198 HOWELL MILL RD NW,203,Blandtown,D,33.78703,-84.41185,
BURGLARY-RESIDENCE,162972167,10/23/2016,970 MICHIGAN AVE NW,105,Washington Park,K,33.75858,-84.41931,
ROBBERY-PEDESTRIAN,162972192,10/23/2016,807 CASCADE AVE SW,404,Cascade Avenue/Road,S,33.73323,-84.43795,
LARCENY-FROM VEHICLE,162972225,10/23/2016,227 COURTLAND ST NE,509,Downtown,M,33.76067,-84.38354,
AUTO THEFT,162972240,10/23/2016,I-75/85 SB/I-20,304,Peoplestown,V,33.72803,-84.3854,
LARCENY-NON VEHICLE,162972251,10/23/2016,486 PONCE DE LEON AVE NE,506,Midtown,E,33.77379,-84.37122,
ROBBERY-PEDESTRIAN,162972369,10/23/2016,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425,
LARCENY-FROM VEHICLE,162972376,10/23/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883,
ROBBERY-PEDESTRIAN,162972382,10/23/2016,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71484,-84.38975,
AGG ASSAULT,162960003,10/22/2016,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787,
AGG ASSAULT,162960018,10/22/2016,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,
LARCENY-FROM VEHICLE,162960038,10/22/2016,1098 WASHITA AVE NE,602,Inman Park,N,33.76336,-84.35232,
LARCENY-FROM VEHICLE,162960047,10/22/2016,346 COPENHILL AVE NE,602,Inman Park,N,33.76382,-84.3574,
ROBBERY-PEDESTRIAN,162960084,10/22/2016,748 SHELTON AVE SW,301,Adair Park,V,33.73432,-84.41227,
LARCENY-NON VEHICLE,162960100,10/22/2016,1619 N OLYMPIAN WAY SW,404,Westview,T,33.73647,-84.4408,
AUTO THEFT,162960103,10/22/2016,1265 CENTRA VILLA DR SW,409,Adams Park,R,33.72076,-84.4526,
AUTO THEFT,162960146,10/22/2016,748 10TH ST NW,501,Home Park,E,33.78406,-84.41206,
AUTO THEFT,162960195,10/22/2016,117 WESLEY AVE NE,609,Edgewood,O,33.75672,-84.33719,
LARCENY-FROM VEHICLE,162960197,10/22/2016,1150 TUMLIN ST NW,501,Home Park,E,33.78594,-84.40075,
LARCENY-FROM VEHICLE,162960415,10/22/2016,855 JUNIPER ST NE,505,Midtown,E,33.77803,-84.38159,
ROBBERY-PEDESTRIAN,162960512,10/22/2016,70 W PACES FERRY RD NW,206,Peachtree Heights West,B,33.83991,-84.38182,
LARCENY-FROM VEHICLE,162960647,10/22/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.82507,-84.35804,
AUTO THEFT,162960725,10/22/2016,161 PEACHTREE CENTER AVE NE,510,Downtown,M,33.75889,-84.38596,
AUTO THEFT,162960841,10/22/2016,2174 MONTEREY DR NW,205,Springlake,C,33.81468,-84.41415,
BURGLARY-NONRES,162960920,10/22/2016,3003 PIEDMONT RD NE,211,Peachtree Park,B,33.8365,-84.3679,
LARCENY-NON VEHICLE,162960929,10/22/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
BURGLARY-NONRES,162960950,10/22/2016,1460 BOULEVARD SE,607,Benteen Park,W,33.71437,-84.36832,
BURGLARY-RESIDENCE,162960974,10/22/2016,2500 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72383,-84.46996,
LARCENY-FROM VEHICLE,162960983,10/22/2016,528 LYNCH,505,Marietta Street Artery,E,33.77689,-84.40807,
BURGLARY-NONRES,162961001,10/22/2016,2642 METROPOLITAN PKWY SW,309,Perkerson,X,33.6824,-84.40766,
BURGLARY-RESIDENCE,162961036,10/22/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,
LARCENY-NON VEHICLE,162961077,10/22/2016,655 LAMBERT DR NE,212,Morningside/Lenox Park,F,33.81116,-84.36517,
LARCENY-NON VEHICLE,162961128,10/22/2016,803 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73832,-84.41436,
LARCENY-NON VEHICLE,162961137,10/22/2016,3255 PEACHTREE RD NE,208,Peachtree Park,B,33.84391,-84.37083,
LARCENY-FROM VEHICLE,162961264,10/22/2016,715 PEACHTREE ST NE @HOWELL HOUSE,505,Midtown,E,33.774,-84.38412,
ROBBERY-PEDESTRIAN,162961296,10/22/2016,1849  BAYBERRY DR SW,408,Venetian Hills,S,33.71621,-84.44827,
BURGLARY-RESIDENCE,162961327,10/22/2016,930 KINGS GRANT DR NW,112,Collier Heights,I,33.77871,-84.48084,
LARCENY-FROM VEHICLE,162961329,10/22/2016,1133 HUFF RD NW,203,Blandtown,D,33.78909,-84.42518,
LARCENY-NON VEHICLE,162961382,10/22/2016,160 SPRING ST NW,508,Downtown,M,33.75896,-84.39003,
LARCENY-FROM VEHICLE,162961384,10/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,162961388,10/22/2016,2424 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75171,-84.46707,
LARCENY-NON VEHICLE,162961464,10/22/2016,4520 CAMPBELLTON RD SW,413,Arlington Estates,P,33.69547,-84.53563,
BURGLARY-RESIDENCE,162961506,10/22/2016,957 BURNS DR SW,306,Sylvan Hills,X,33.71214,-84.4196,
LARCENY-FROM VEHICLE,162961528,10/22/2016,I-75-85 NB EXPY SW / UNIVERSITY AVE SW,302,Pittsburgh,V,33.72212,-84.3946,
LARCENY-FROM VEHICLE,162961537,10/22/2016,290 MARGARET ST SE,305,Lakewood Heights,Y,33.71257,-84.37897,
LARCENY-NON VEHICLE,162961548,10/22/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-FROM VEHICLE,162961566,10/22/2016,2630 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75377,-84.47405,
LARCENY-FROM VEHICLE,162961593,10/22/2016,200 EDGEWOOD AVE NE,510,Downtown,M,33.75479,-84.38102,
ROBBERY-PEDESTRIAN,162961602,10/22/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.80804,-84.37412,
LARCENY-FROM VEHICLE,162961655,10/22/2016,888 3RD ST NW,504,Marietta Street Artery,E,33.77918,-84.40915,
LARCENY-FROM VEHICLE,162961696,10/22/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
AUTO THEFT,162961741,10/22/2016,60 PASCHAL BLVD NW,102,Vine City,L,33.75783,-84.41419,
LARCENY-FROM VEHICLE,162961762,10/22/2016,98 CONE ST NW,508,Downtown,M,33.75741,-84.3909,
LARCENY-FROM VEHICLE,162961802,10/22/2016,2520 MEMORIAL DR SE @WHITEFORD BAPTIST,611,East Lake,O,33.74752,-84.30454,
AGG ASSAULT,162961814,10/22/2016,2285 METROPOLITAN PKWY SW,309,Perkerson,X,33.69195,-84.4086,
AUTO THEFT,162961852,10/22/2016,479 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.7638,-84.40349,
BURGLARY-RESIDENCE,162961885,10/22/2016,1597 BRIDGEPORT DR NW,113,Lincoln Homes,G,33.79869,-84.47699,
LARCENY-FROM VEHICLE,162961889,10/22/2016,1300 NORTHSIDE DR NW,501,Home Park,E,33.78301,-84.40747,
LARCENY-NON VEHICLE,162961969,10/22/2016,851 DONALD LEE HOLLOWELL PKWY NW ,103,English Avenue,L,33.77322,-84.41529,
AGG ASSAULT,162962025,10/22/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,
LARCENY-NON VEHICLE,162962143,10/22/2016,855 PEACHTREE ST NE,505,Midtown,E,33.778,-84.38424,
LARCENY-NON VEHICLE,162962156,10/22/2016,650 NORTH AVE NE,603,Old Fourth Ward,M,33.77121,-84.36478,
LARCENY-FROM VEHICLE,162962157,10/22/2016,45 BENNETT ST NW,207,,C,33.81199,-84.39425,
BURGLARY-RESIDENCE,162962173,10/22/2016,1000 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70764,-84.36005,
LARCENY-FROM VEHICLE,162962226,10/22/2016,1075 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295,
LARCENY-NON VEHICLE,162962234,10/22/2016,990 PIEDMONT AVE NE,503,Midtown,E,33.78152,-84.38091,
AGG ASSAULT,162962337,10/22/2016,3146 REEVES CIR NW,111,,I,33.75443,-84.48975,
ROBBERY-COMMERCIAL,162962357,10/22/2016,1655 MEMORIAL DR SE,610,Kirkwood,O,33.74718,-84.3338,
AUTO THEFT,162962410,10/22/2016,1449 MOZLEY PL SW,104,Mozley Park,K,33.75138,-84.43487,
LARCENY-FROM VEHICLE,162962418,10/22/2016,408 WOODWARD AVE SE,605,Grant Park,W,33.74594,-84.37417,
LARCENY-FROM VEHICLE,162962425,10/22/2016,1409 PEACHTREE ST NE,502,Midtown,E,33.79356,-84.38609,
LARCENY-FROM VEHICLE,162962479,10/22/2016,893 PEACHTREE ST NE,505,Midtown,E,33.77901,-84.38403,
LARCENY-NON VEHICLE,162962481,10/22/2016,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75392,-84.49736,
LARCENY-NON VEHICLE,162962492,10/22/2016,608 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77092,-84.35262,
LARCENY-FROM VEHICLE,162962510,10/22/2016,375 14TH ST NW,501,Home Park,E,33.7862,-84.39981,
ROBBERY-PEDESTRIAN,162962511,10/22/2016,2817 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.78028,-84.48032,
LARCENY-FROM VEHICLE,162962654,10/22/2016,2002 LAKEWOOD WAY SW @LAKEWOOD AMP,307,Lakewood Heights,Y,33.7007,-84.39835,
LARCENY-FROM VEHICLE,162962670,10/22/2016,1611 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79857,-84.42605,
LARCENY-FROM VEHICLE,162962705,10/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-FROM VEHICLE,162962721,10/22/2016,1031 PONCE DE LEON AVE NE ,602,Poncey-Highland,N,33.77369,-84.35376,
AUTO THEFT,162962747,10/22/2016,100 LAKEWOOD WAY SW,307,Lakewood Heights,Y,33.69921,-84.39286,
LARCENY-FROM VEHICLE,162950882,10/22/2016,3136 MARTIN L KING JR DR SW,406,,I,33.75107,-84.48903,
BURGLARY-RESIDENCE,162952680,10/22/2016,1969 BREWER BLVD SW,306,Sylvan Hills,X,33.70076,-84.41227,
LARCENY-FROM VEHICLE,162692479,10/22/2016,893 PEACHTREE ST NE,505,Downtown,M,33.74975,-84.39214,
BURGLARY-RESIDENCE,162952716,10/21/2016,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322,
LARCENY-NON VEHICLE,162952733,10/21/2016,200 PEYTON PL SW,405,Harland Terrace,I,33.7499,-84.47534,
AGG ASSAULT,162952742,10/21/2016,20 BROWNLEE RD NW,111,Adamsville,H,33.75571,-84.50016,
AGG ASSAULT,162952765,10/21/2016,1482 MONTEEL DR NW,113,Monroe Heights,G,33.79545,-84.4835,
BURGLARY-RESIDENCE,162952768,10/21/2016,1058 RIDGE AVE SW,304,Peoplestown,V,33.7262,-84.39163,
BURGLARY-RESIDENCE,162952770,10/21/2016,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644,
AGG ASSAULT,162952792,10/21/2016,3450 FORREST PARK RD,313,South River Gardens,Z,33.66061,-84.35549,
LARCENY-FROM VEHICLE,162952979,10/21/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,
LARCENY-FROM VEHICLE,162952993,10/21/2016,3830 PRINCETON LAKES PKWY SW;,414,Princeton Lakes,P,33.65639,-84.51271,
LARCENY-FROM VEHICLE,162953051,10/21/2016,1770 PEACHTREE ST NW,207,Brookwood,E,33.80231,-84.39322,
LARCENY-NON VEHICLE,162953155,10/21/2016,1225 CAROLINE ST NE ,609,Edgewood,O,33.75605,-84.34813,
BURGLARY-RESIDENCE,162953184,10/21/2016,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425,
LARCENY-FROM VEHICLE,162953202,10/21/2016,3660 CAMP CREEK PKWY SW;,414,Princeton Lakes,P,33.65486,-84.50787,
AGG ASSAULT,162953243,10/21/2016,259 FENNEL WAY SW,407,Wilson Mill Meadows,H,33.75539,-84.51676,
AUTO THEFT,162953275,10/21/2016,137 17TH ST NE,502,Ansley Park,E,33.79289,-84.38199,
LARCENY-FROM VEHICLE,162953289,10/21/2016,752 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76157,-84.36258,
AGG ASSAULT,162953309,10/21/2016,1566 AVON AVE SW,408,Venetian Hills,S,33.72225,-84.43909,
LARCENY-FROM VEHICLE,162953310,10/21/2016,1005 HEMPHILL AVE NW,501,Home Park,E,33.7822,-84.40438,
LARCENY-FROM VEHICLE,162953314,10/21/2016,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81392,-84.39454,
AGG ASSAULT,162953434,10/21/2016,1148 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.7632,-84.42509,
LARCENY-FROM VEHICLE,162953445,10/21/2016,JAMES JACKSON PKWY NW / BOLTON RD NW,203,Riverside,D,33.81069,-84.47537,
LARCENY-FROM VEHICLE,162953473,10/21/2016,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051,
LARCENY-FROM VEHICLE,162953502,10/21/2016,710 BERKELEY AVE NW,207,Berkeley Park,D,33.79729,-84.41135,
BURGLARY-RESIDENCE,162950376,10/21/2016,1285 LOCKWOOD DR SW,403,Venetian Hills,S,33.72016,-84.43905,
ROBBERY-PEDESTRIAN,162950419,10/21/2016,232 7TH ST NE,505,Midtown,E,33.7783,-84.37952,
AUTO THEFT,162950476,10/21/2016,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917,
AGG ASSAULT,162950490,10/21/2016,595 RALPH D ABERNATHY BLVD SW,303,Pittsburgh,V,33.73796,-84.40707,
BURGLARY-NONRES,162950772,10/21/2016,207 13TH ST NE,503,Midtown,E,33.78518,-84.38053,
LARCENY-FROM VEHICLE,162950787,10/21/2016,832 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74147,-84.31222,
AUTO THEFT,162950802,10/21/2016,720 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77276,-84.41089,
BURGLARY-RESIDENCE,162950808,10/21/2016,3725 LANDAU LN SW,412,Cascade Green,P,33.71427,-84.50371,
BURGLARY-NONRES,162950809,10/21/2016,222 PIEDMONT AVE NE,509,Downtown,M,33.76053,-84.38281,
LARCENY-FROM VEHICLE,162950839,10/21/2016,1791 LAKE COVE DR SW,412,Niskey Cove,P,33.70897,-84.52722,
AUTO THEFT,162950862,10/21/2016,1327 PEACHTREE ST NE,502,Midtown,E,33.79099,-84.38525,
AGG ASSAULT,162950877,10/21/2016,398 BOULEVARD NE,603,Old Fourth Ward,M,33.76538,-84.37204,
LARCENY-FROM VEHICLE,162950899,10/21/2016,1925 COUNTY LINE RD SW,412,,P,33.7027,-84.53688,
LARCENY-NON VEHICLE,162950912,10/21/2016,1634 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70965,-84.37962,
LARCENY-FROM VEHICLE,162950922,10/21/2016,1774 NISKEY LAKE RD SW,412,,P,33.70651,-84.52916,
AUTO THEFT,162950946,10/21/2016,40 PEACHTREE VALLEY RD NE,207,,E,33.81096,-84.39145,
LARCENY-NON VEHICLE,162950952,10/21/2016,1248 PEACHTREE BATTLE AVE NW,201,Wesley Battle,C,33.82588,-84.42782,
LARCENY-NON VEHICLE,162950964,10/21/2016,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84514,-84.37031,
LARCENY-FROM VEHICLE,162950977,10/21/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.8278,-84.3563,
LARCENY-FROM VEHICLE,162951030,10/21/2016,270 PEACHTREE ST SW,512,Downtown,M,33.76187,-84.3882,
LARCENY-FROM VEHICLE,162951039,10/21/2016,4410 LAKERIDGE CIR SW,413,Lake Estates,P,33.67549,-84.53306,
BURGLARY-RESIDENCE,162951102,10/21/2016,510 PARKER AVE SE,611,East Lake,O,33.73872,-84.30019,
LARCENY-FROM VEHICLE,162951105,10/21/2016,238 15TH ST NE,502,Ansley Park,E,33.78935,-84.37967,
LARCENY-FROM VEHICLE,162951123,10/21/2016,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084,
AUTO THEFT,162951175,10/21/2016,391 17TH ST NW,501,Atlantic Station,E,33.79109,-84.40088,
AGG ASSAULT,162951216,10/21/2016,1105 FOUNTAIN DR SW,104,Ashview Heights,T,33.75179,-84.42382,
BURGLARY-NONRES,162951232,10/21/2016,4340 ROSWELL RD NE,209,East Chastain Park,B,33.8738,-84.38108,
AUTO THEFT,162951263,10/21/2016,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
LARCENY-FROM VEHICLE,162951265,10/21/2016,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,162951303,10/21/2016,752 CHURCH ST NW,109,Center Hill,J,33.77491,-84.46782,
LARCENY-NON VEHICLE,162951335,10/21/2016,2251 MARIETTA BLVD NW,201,,C,33.81831,-84.44881,
ROBBERY-PEDESTRIAN,162951360,10/21/2016,2737 ALTAVIEW DR SE,312,Rosedale Heights,Z,33.68005,-84.38201,
AGG ASSAULT,162951365,10/21/2016,49 BOULEVARD SE,604,Sweet Auburn,M,33.75253,-84.3721,
LARCENY-FROM VEHICLE,162951442,10/21/2016,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
AUTO THEFT,162951470,10/21/2016,2741 LAURENS CIR SW,409,Laurens Valley,R,33.70861,-84.47838,
LARCENY-FROM VEHICLE,162951492,10/21/2016,2115 FAULKNER RD NE,212,Lindridge/Martin Manor,F,33.81215,-84.35766,
LARCENY-FROM VEHICLE,162951513,10/21/2016,1700 HOWELL MILL RD NW,204,Underwood Hills,D,33.80076,-84.41623,
BURGLARY-RESIDENCE,162951528,10/21/2016,3000 CONTINENTAL COLONY PKWY SW,411,Greenbriar,R,33.68077,-84.4937,
LARCENY-FROM VEHICLE,162951540,10/21/2016,725 PONCE DE LEON AVE NE ,602,Poncey-Highland,N,33.77171,-84.36341,
LARCENY-FROM VEHICLE,162951555,10/21/2016,1133 HUFF RD NW,203,Blandtown,D,33.78909,-84.42518,
LARCENY-FROM VEHICLE,162951623,10/21/2016,2096 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69749,-84.40772,
LARCENY-NON VEHICLE,162951693,10/21/2016,514 MUSE ST SW,401,Westview,T,33.74108,-84.43334,
AUTO THEFT,162951699,10/21/2016,3200 MARTIN L. KING JR DR DR SW,405,,I,33.75352,-84.49536,
LARCENY-FROM VEHICLE,162951710,10/21/2016,525 BISHOP ST NW,207,Loring Heights,E,33.79234,-84.40543,
LARCENY-FROM VEHICLE,162951762,10/21/2016,2340 FAIRWAY CIR SW,413,Fairway Acres,P,33.68884,-84.5367,
LARCENY-NON VEHICLE,162951838,10/21/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,162951873,10/21/2016,112 COURTLAND ST NE,510,Downtown,M,33.7574,-84.38475,
LARCENY-NON VEHICLE,162951910,10/21/2016,190 MARIETTA ST NW @OMNI HOTEL,507,Downtown,M,33.75757,-84.39487,
LARCENY-FROM VEHICLE,162951928,10/21/2016,1069 WASHITA AVE NE,602,Inman Park,N,33.76341,-84.35289,
LARCENY-NON VEHICLE,162951939,10/21/2016,848 SPRING ST NW,505,Midtown,E,33.77781,-84.38888,
LARCENY-FROM VEHICLE,162952015,10/21/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,162952075,10/21/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
AGG ASSAULT,162952087,10/21/2016,2980 DELMAR LN NW,111,,I,33.75517,-84.48481,
LARCENY-FROM VEHICLE,162952153,10/21/2016,853 PEACHTREE ST NE,505,Midtown,E,33.77736,-84.38442,
LARCENY-FROM VEHICLE,162952197,10/21/2016,99 ELIZABETH ST NE,602,Inman Park,N,33.75688,-84.35561,
LARCENY-FROM VEHICLE,162952229,10/21/2016,1300 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76204,-84.43066,
