UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AUTO THEFT,163600435,12/25/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,
BURGLARY-NONRES,163600490,12/25/2016,115 W PEACHTREE PL NW,508,Downtown,M,33.7644,-84.39083,
BURGLARY-NONRES,163600515,12/25/2016,1113 IRA ST SW,302,Pittsburgh,V,33.72446,-84.40021,
LARCENY-FROM VEHICLE,163600546,12/25/2016,1852 S GORDON ST SW,404,Westview,T,33.73614,-84.44684,
LARCENY-FROM VEHICLE,163600590,12/25/2016,3719 DENVILLE TRCE SW,412,Cascade Green,P,33.71256,-84.50353,
LARCENY-NON VEHICLE,163600639,12/25/2016,270 17TH ST NW,501,Atlantic Station,E,33.79109,-84.39761,
LARCENY-FROM VEHICLE,163600645,12/25/2016,2070 VENETIAN DR SW,409,Adams Park,R,33.71472,-84.45623,
BURGLARY-RESIDENCE,163600660,12/25/2016,1399 PARK AVE SE,305,Chosewood Park,Y,33.71615,-84.37027,
LARCENY-FROM VEHICLE,163600703,12/25/2016,1696 WESTWOOD AVE SW,404,Westview,T,33.73823,-84.44322,
BURGLARY-RESIDENCE,163600721,12/25/2016,699 FORMWALT ST SW,303,Mechanicsville,V,33.73583,-84.39609,
LARCENY-FROM VEHICLE,163600724,12/25/2016,392 PARKWAY DR NE,603,Old Fourth Ward,M,33.76511,-84.37389,
LARCENY-FROM VEHICLE,163600728,12/25/2016,2325 MARIETTA BLVD,203,,C,33.82167,-84.45536,
AUTO THEFT,163600772,12/25/2016,2166 MONTROSE AVE SW,409,Adams Park,R,33.71924,-84.45938,
BURGLARY-RESIDENCE,163600773,12/25/2016,2103 W CEDAR LN SW,409,Adams Park,R,33.71301,-84.45757,
AUTO THEFT,163600924,12/25/2016,1224 DEFOOR VILLAGE CT NW,204,Underwood Hills,D,33.81005,-84.4277,
LARCENY-FROM VEHICLE,163601018,12/25/2016,1968 PEACHTREE RD NW ,207,,E,33.81,-84.39583,
BURGLARY-NONRES,163601108,12/25/2016,3011 HEADLAND DR SW,411,Greenbriar,R,33.68984,-84.48675,
BURGLARY-RESIDENCE,163601136,12/25/2016,2567 ELLIOTT ST NW,109,Carey Park,G,33.78168,-84.47219,
BURGLARY-RESIDENCE,163592126,12/25/2016,624 PROVIDENCE PL SW,407,Mays,H,33.74316,-84.50518,
LARCENY-NON VEHICLE,163592193,12/24/2016,1640 S GORDON ST SW,404,Westview,T,33.73946,-84.44153,
LARCENY-NON VEHICLE,163592219,12/24/2016,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809,
BURGLARY-RESIDENCE,163592248,12/24/2016,1869 BAYBERRY DR SW,408,Venetian Hills,S,33.71624,-84.44891,
BURGLARY-RESIDENCE,163582542,12/24/2016,1381 SHARON ST,105,Hunter Hills,K,33.75486,-84.43269,
ROBBERY-PEDESTRIAN,163582527,12/24/2016,1009 EUCLID AVE,602,Inman Park,N,33.76139,-84.35399,
LARCENY-FROM VEHICLE,163590018,12/24/2016,226 RALPH DAVID ABERNATHY BLVD,303,Mechanicsville,V,33.73684,-84.3946,
BURGLARY-RESIDENCE,163590064,12/24/2016,1935 ARDMORE RD NW,207,Ardmore,E,33.8078,-84.39797,
ROBBERY-PEDESTRIAN,163590129,12/24/2016,3015 JONESBORO RD SE,313,Orchard Knob,Z,33.67217,-84.3724,
LARCENY-FROM VEHICLE,163590197,12/24/2016,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195,
LARCENY-FROM VEHICLE,163590245,12/24/2016,226 RALPH DAVID ABERNATHY BLVD,303,Mechanicsville,V,33.73684,-84.3946,
BURGLARY-RESIDENCE,163590273,12/24/2016,402 SUNSET AVE NW,103,English Avenue,L,33.76558,-84.41029,
LARCENY-FROM VEHICLE,163590355,12/24/2016,300 MILLS ST NW ,504,Downtown,M,33.76526,-84.39719,
AGG ASSAULT,163590448,12/24/2016,1540 ATHENS AVE SW,301,Capitol View,X,33.71315,-84.40869,
LARCENY-FROM VEHICLE,163590450,12/24/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791,
AGG ASSAULT,163590466,12/24/2016,3188 ROSWELL RD NW,206,South Tuxedo Park,B,33.84227,-84.37966,
BURGLARY-NONRES,163590495,12/24/2016,20 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84336,-84.37982,
LARCENY-FROM VEHICLE,163590549,12/24/2016,1185 COLLIER RD NW,204,,C,33.81136,-84.4253,
AGG ASSAULT,163590571,12/24/2016,2650 BURTON RD NW,111,Westhaven,I,33.75557,-84.47451,
LARCENY-NON VEHICLE,163590659,12/24/2016,2075 ALISON CT SW,410,Campbellton Road,R,33.70105,-84.45656,
LARCENY-FROM VEHICLE,163590677,12/24/2016,43 JESSE HILL JR DR NE,510,Downtown,M,33.75582,-84.38013,
LARCENY-FROM VEHICLE,163590711,12/24/2016,49 BOULEVARD NE,604,Old Fourth Ward,M,33.75565,-84.37202,
BURGLARY-RESIDENCE,163590736,12/24/2016,440 ELM ST NW,103,English Avenue,L,33.76665,-84.40915,
LARCENY-FROM VEHICLE,163590739,12/24/2016,930 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,
AUTO THEFT,163590763,12/24/2016,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346,
LARCENY-FROM VEHICLE,163590807,12/24/2016,171 CARNEGIE WAY NW,508,Downtown,M,33.75903,-84.38906,
LARCENY-FROM VEHICLE,163590834,12/24/2016,130 BOULEVARD AVE,604,Sweet Auburn,M,33.75801,-84.37248,
AUTO THEFT,163590852,12/24/2016,710 ELOISE ST SE,605,Grant Park,W,33.7349,-84.36275,
LARCENY-FROM VEHICLE,163590864,12/24/2016,215 PIEDMONT AVE NE @LANDMARK APTS,509,Downtown,M,33.76035,-84.38127,
AGG ASSAULT,163590956,12/24/2016,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79585,-84.48592,
LARCENY-FROM VEHICLE,163590958,12/24/2016,365 BRENTWOOD TER NE,206,Garden Hills,B,33.83119,-84.37559,
LARCENY-FROM VEHICLE,163590979,12/24/2016,570 SPRING ST NW,509,Downtown,M,33.77028,-84.38939,
AUTO THEFT,163591042,12/24/2016,1138 WOODLAND AVE NE,213,Lindridge/Martin Manor,F,33.81486,-84.35041,
LARCENY-NON VEHICLE,163591043,12/24/2016,171 AUBURN AVE NE,510,Downtown,M,33.75546,-84.38185,
LARCENY-FROM VEHICLE,163591080,12/24/2016,813 FRASER ST SE,304,Summerhill,V,33.73242,-84.38682,
LARCENY-FROM VEHICLE,163591116,12/24/2016,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76267,-84.35835,
AUTO THEFT,163591155,12/24/2016,1983 MARTIN L KING JR DR NW,108,,I,33.75014,-84.45241,
LARCENY-FROM VEHICLE,163591170,12/24/2016,2031 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.6992,-84.40946,
AUTO THEFT,163591179,12/24/2016,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
BURGLARY-RESIDENCE,163591210,12/24/2016,1449 S GORDON ST SW,404,Westview,T,33.73969,-84.43537,
LARCENY-FROM VEHICLE,163591233,12/24/2016,137 RICHMOND ST SE,304,Summerhill,V,33.7398,-84.38314,
ROBBERY-RESIDENCE,163591255,12/24/2016,3201 CAINS HILL PL NW,206,South Tuxedo Park,B,33.84192,-84.38007,
LARCENY-FROM VEHICLE,163591271,12/24/2016,1079 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.7839,-84.4285,
LARCENY-FROM VEHICLE,163591320,12/24/2016,15 PEACHTREE ST,511,Downtown,M,33.75399,-84.38986,
LARCENY-NON VEHICLE,163591322,12/24/2016,121 BAKER ST NW,506,Downtown,M,33.7626,-84.39287,
LARCENY-FROM VEHICLE,163591330,12/24/2016,949 WATKINS ST NW,501,Home Park,E,33.78088,-84.40905,
LARCENY-NON VEHICLE,163591361,12/24/2016,1489 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71381,-84.43716,
ROBBERY-PEDESTRIAN,163591394,12/24/2016,631 MARTIN ST SE,304,Summerhill,V,33.73738,-84.38432,
AGG ASSAULT,163591482,12/24/2016,1685 RALPH D ABERNATHY BLVD SW,404,,I,33.74851,-84.4425,
AGG ASSAULT,163591484,12/24/2016,2512 CAMPBELLTON RD SW,114,Old Gordon,H,33.76733,-84.51217,
AGG ASSAULT,163591500,12/24/2016,1460 LAVENDER DR NW,105,Hunter Hills,K,33.76108,-84.43577,
LARCENY-FROM VEHICLE,163591511,12/24/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163591514,12/24/2016,215 PETERS ST SW,507,Castleberry Hill,M,33.74875,-84.4004,
LARCENY-NON VEHICLE,163591556,12/24/2016,1514 NORTHWEST DR NW,113,Monroe Heights,G,33.79809,-84.48706,
LARCENY-FROM VEHICLE,163591565,12/24/2016,1901 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70339,-84.40806,
ROBBERY-PEDESTRIAN,163591574,12/24/2016,3725 PRINCETON LAKES PKWY SW;,414,Princeton Lakes,P,33.65777,-84.50877,
LARCENY-NON VEHICLE,163591589,12/24/2016,183 LITTLE ST SE,304,Summerhill,V,33.73294,-84.3819,
LARCENY-NON VEHICLE,163591651,12/24/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
BURGLARY-RESIDENCE,163591676,12/24/2016,780 MAGNOLIA WAY NW,102,Vine City,L,33.75804,-84.41373,
LARCENY-FROM VEHICLE,163591694,12/24/2016,1544 PIEDMONT AV,213,Piedmont Heights,F,33.79709,-84.36899,
AUTO THEFT,163591731,12/24/2016,2509 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7759,-84.46769,
LARCENY-FROM VEHICLE,163591748,12/24/2016,551 LAWTON ST SW,401,West End,T,33.74004,-84.42359,
AUTO THEFT,163591752,12/24/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-NON VEHICLE,163591789,12/24/2016,374 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68079,-84.37384,
BURGLARY-RESIDENCE,163591796,12/24/2016,1340 BERNARD ST NW,105,Hunter Hills,K,33.75523,-84.43134,
ROBBERY-PEDESTRIAN,163591803,12/24/2016,888 RALPH D ABERNATHY BLVD SW,401,West End,T,33.738,-84.41691,
AUTO THEFT,163591864,12/24/2016,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,
ROBBERY-PEDESTRIAN,163591867,12/24/2016,1224 EASTRIDGE RD SW,408,Venetian Hills,S,33.72183,-84.44461,
LARCENY-NON VEHICLE,163591871,12/24/2016,2080 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70649,-84.45703,
LARCENY-NON VEHICLE,163591925,12/24/2016,351 MORELAND AVE NE,608,Candler Park,N,33.76393,-84.34873,
LARCENY-FROM VEHICLE,163591935,12/24/2016,3182 ROSWELL RD NW,206,South Tuxedo Park,B,33.84215,-84.37968,
LARCENY-NON VEHICLE,163591940,12/24/2016,1033 MORELAND DR SE,607,Custer/McDonough/Guice,W,33.70873,-84.35513,
LARCENY-NON VEHICLE,163591978,12/24/2016,491 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74053,-84.3462,
LARCENY-NON VEHICLE,163591990,12/24/2016,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
BURGLARY-RESIDENCE,163592016,12/24/2016,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265,
ROBBERY-PEDESTRIAN,163592097,12/24/2016,240 WELLINGTON ST SW,104,Mozley Park,K,33.74861,-84.43797,
HOMICIDE,163591145111,12/24/2016,876 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75457,-84.41624,
BURGLARY-RESIDENCE,163580109,12/23/2016,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74651,-84.40675,
AGG ASSAULT,163580178,12/23/2016,108 STAFFORD ST NW,105,Hunter Hills,K,33.75821,-84.42571,
AUTO THEFT,163580207,12/23/2016,1722 DEFOOR AVE NW,204,Underwood Hills,D,33.80198,-84.4203,
BURGLARY-NONRES,163580359,12/23/2016,110 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84325,-84.38288,
BURGLARY-NONRES,163580402,12/23/2016,1544 PIEDMONT AVE NE @Multiple,213,Piedmont Heights,F,33.79789,-84.37101,
LARCENY-FROM VEHICLE,163580443,12/23/2016,3090 EARLY ST NW,206,South Tuxedo Park,B,33.84051,-84.38057,
BURGLARY-NONRES,163580517,12/23/2016,3450 CASCADE RD SW,406,,,33.72265,-84.50091,
LARCENY-FROM VEHICLE,163580548,12/23/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
LARCENY-NON VEHICLE,163580607,12/23/2016,3340 PEACHTREE RD NE,208,North Buckhead,B,33.84663,-84.3683,
LARCENY-NON VEHICLE,163580655,12/23/2016,1372 BELMONT AVE SW,301,Capitol View,X,33.7174,-84.40966,
LARCENY-NON VEHICLE,163580694,12/23/2016,258 SUNSET AVE NW,102,Vine City,L,33.76169,-84.4103,
AUTO THEFT,163580722,12/23/2016,231 STOVALL ST SE,606,Reynoldstown,N,33.7476,-84.35456,
BURGLARY-NONRES,163580767,12/23/2016,565 SAINT JOHNS AVE SW,306,Sylvan Hills,X,33.69929,-84.40751,
BURGLARY-NONRES,163580781,12/23/2016,2797 CAMPBELLTON RD,409,Southwest,R,33.70046,-84.48046,
LARCENY-FROM VEHICLE,163580827,12/23/2016,530 FEDERAL TER SE,305,Chosewood Park,Y,33.71534,-84.37059,
LARCENY-NON VEHICLE,163580883,12/23/2016,561 BOULEVARD PL NE,603,Old Fourth Ward,M,33.76975,-84.36869,
BURGLARY-RESIDENCE,163580893,12/23/2016,2190 VERBENA ST NW,108,Dixie Hills,J,33.7551,-84.4601,
LARCENY-NON VEHICLE,163580921,12/23/2016,144 MORELAND AVE NE,606,Reynoldstown,N,33.75736,-84.3496,
LARCENY-FROM VEHICLE,163580937,12/23/2016,60 PASCHAL BLVD NW,102,Vine City,L,33.75783,-84.41419,
BURGLARY-RESIDENCE,163580938,12/23/2016,324 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70557,-84.37821,
BURGLARY-NONRES,163580943,12/23/2016,3079 CAMPBELLTON RD SW,409,Southwest,R,33.69424,-84.48901,
LARCENY-FROM VEHICLE,163580977,12/23/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42561,
LARCENY-FROM VEHICLE,163581005,12/23/2016,691 14TH ST NW,501,Home Park,E,33.7864,-84.41102,
BURGLARY-RESIDENCE,163581018,12/23/2016,634 GRESHAM AVE SE,612,East Atlanta,W,33.73705,-84.34561,
LARCENY-NON VEHICLE,163581021,12/23/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
BURGLARY-NONRES,163581045,12/23/2016,1789 CHESHIRE BRIDGE RD NE ,213,Morningside/Lenox Park,F,33.80832,-84.36351,
LARCENY-NON VEHICLE,163581066,12/23/2016,675 GREENWOOD AVE NE,601,Virginia Highland,F,33.77641,-84.36485,
BURGLARY-RESIDENCE,163581085,12/23/2016,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70405,-84.45488,
LARCENY-NON VEHICLE,163581125,12/23/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42561,
LARCENY-NON VEHICLE,163581181,12/23/2016,784 AVENIDA ST SW,404,Westview,T,33.73397,-84.43858,
LARCENY-FROM VEHICLE,163581190,12/23/2016,1750 COMMERCE DR NW,204,Berkeley Park,D,33.80285,-84.41169,
LARCENY-FROM VEHICLE,163581200,12/23/2016,2325 MARIETTA BLVD NW,201,,C,33.82065,-84.45274,
LARCENY-FROM VEHICLE,163581217,12/23/2016,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594,
LARCENY-FROM VEHICLE,163581218,12/23/2016,1611 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79857,-84.42605,
AUTO THEFT,163581254,12/23/2016,730 GASKILL ST SE,606,Cabbagetown,N,33.74836,-84.36351,
LARCENY-NON VEHICLE,163581275,12/23/2016,ALBERT ST NW / OLDKNOW DR NW,112,Collier Heights,I,33.77205,-84.47496,
LARCENY-FROM VEHICLE,163581309,12/23/2016,1200 GLENWOOD AVE SE,612,East Atlanta,W,33.74052,-84.34797,
BURGLARY-RESIDENCE,163581317,12/23/2016,2025 PEACHTREE RD NE,207,,E,33.80958,-84.39294,
AUTO THEFT,163581358,12/23/2016,349 DECATUR ST SE,604,Sweet Auburn,M,33.74988,-84.37788,
LARCENY-FROM VEHICLE,163581359,12/23/2016,676 OZBURN RD NW,112,Collier Heights,I,33.77344,-84.4763,
BURGLARY-NONRES,163581388,12/23/2016,1085 LINDBERGH DR NE ,212,Lindridge/Martin Manor,F,33.81842,-84.35253,
LARCENY-NON VEHICLE,163581418,12/23/2016,562 FORMWALT ST SW;,303,Mechanicsville,V,33.73925,-84.39567,
LARCENY-FROM VEHICLE,163581430,12/23/2016,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-NON VEHICLE,163581442,12/23/2016,561 REED ST SE,304,Summerhill,V,33.73915,-84.38574,
LARCENY-NON VEHICLE,163581451,12/23/2016,1436 BLYSS AVE NW,107,Grove Park,J,33.7697,-84.43466,
LARCENY-NON VEHICLE,163581454,12/23/2016,1864 SHADYDALE AVE SE,307,Lakewood Heights,Y,33.70332,-84.38485,
LARCENY-NON VEHICLE,163581459,12/23/2016,180 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72164,-84.39375,
LARCENY-NON VEHICLE,163581470,12/23/2016,488 WOODWARD WAY NW,205,Peachtree Battle Alliance,C,33.8193,-84.403,
ROBBERY-PEDESTRIAN,163581484,12/23/2016,3458 FORREST PARK RD SE,313,South River Gardens,Z,33.65936,-84.35517,
LARCENY-FROM VEHICLE,163581500,12/23/2016,1845 PIEDMONT AVE NE,213,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-NON VEHICLE,163581535,12/23/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
BURGLARY-RESIDENCE,163581562,12/23/2016,2210 PANSY ST NW,108,Dixie Hills,J,33.75763,-84.46002,
LARCENY-NON VEHICLE,163581582,12/23/2016,1594 DONCASTER DR NE,502,Sherwood Forest,E,33.79823,-84.38351,
LARCENY-NON VEHICLE,163581597,12/23/2016,565 WESTMEATH DR SW,404,Westview,T,33.73977,-84.44632,
BURGLARY-RESIDENCE,163581662,12/23/2016,2796 ARGYLE DR NW,113,Lincoln Homes,G,33.79919,-84.47947,
LARCENY-NON VEHICLE,163581725,12/23/2016,380 GARDEN LN NW,207,Loring Heights,E,33.79788,-84.40034,
ROBBERY-PEDESTRIAN,163581738,12/23/2016,1322 MURPHY AVE SW,301,Capitol View,X,33.71883,-84.42396,
LARCENY-FROM VEHICLE,163581765,12/23/2016,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,409,Southwest,R,33.69258,-84.49266,
LARCENY-NON VEHICLE,163581953,12/23/2016,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,163581975,12/23/2016,2785 GREENBRIAR PKWY SW,411,Greenbriar,R,33.69053,-84.48921,
LARCENY-FROM VEHICLE,163581997,12/23/2016,931 MONROE DR NE,506,Midtown,E,33.77469,-84.36561,
LARCENY-FROM VEHICLE,163582066,12/23/2016,1408 RICHLAND RD SW,402,Oakland City,S,33.73061,-84.43382,
LARCENY-NON VEHICLE,163582124,12/23/2016,737 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77348,-84.36289,
LARCENY-NON VEHICLE,163582160,12/23/2016,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,
LARCENY-FROM VEHICLE,163582168,12/23/2016,2559 JONESBORO RD SE,310,Browns Mill Park,Z,33.68396,-84.36623,
ROBBERY-PEDESTRIAN,163582173,12/23/2016,2257 BELVEDERE AVE SW,409,Adams Park,R,33.72145,-84.46234,
LARCENY-NON VEHICLE,163582186,12/23/2016,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
AGG ASSAULT,163582202,12/23/2016,70 HAMILTON E HOLMES DR NW @H E HOLMES STATION,111,Harland Terrace,I,33.75404,-84.46876,
BURGLARY-RESIDENCE,163582274,12/23/2016,3905 PRINCETON LAKES PASS SW,414,Princeton Lakes,P,33.65925,-84.51626,
LARCENY-FROM VEHICLE,163582294,12/23/2016,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,
AGG ASSAULT,163582330,12/23/2016,2800 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75315,-84.47892,
LARCENY-FROM VEHICLE,163582348,12/23/2016,690 PIEDMONT AVE NE,505,Midtown,E,33.77332,-84.38212,
AGG ASSAULT,163582364,12/23/2016,3391 FAIRBURN RD SW,414,Ben Hill,P,33.66436,-84.52326,
LARCENY-NON VEHICLE,163582393,12/23/2016,2468 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75196,-84.46811,
BURGLARY-RESIDENCE,163582405,12/23/2016,217 MAPLE ST NW,102,Vine City,L,33.76057,-84.40513,
LARCENY-FROM VEHICLE,163582415,12/23/2016,382 WOODWARD AVE SE,605,Grant Park,W,33.74576,-84.37504,
LARCENY-NON VEHICLE,163582420,12/23/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
AGG ASSAULT,163582423,12/23/2016,2873 ARGYLE DR NW,113,Lincoln Homes,G,33.79976,-84.48175,
BURGLARY-RESIDENCE,163582426,12/23/2016,732 CUSTER AVE SE,607,Benteen Park,W,33.71732,-84.36403,
LARCENY-NON VEHICLE,163582455,12/23/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163582495,12/23/2016,675 N HIGHLAND,602,Poncey-Highland,N,33.77305,-84.35207,
LARCENY-FROM VEHICLE,163582534,12/23/2016,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269,
AUTO THEFT,163582539,12/23/2016,818 JUNIPER ST NE,505,Midtown,E,33.77689,-84.38313,
LARCENY-FROM VEHICLE,163582575,12/23/2016,540 HUMPHRIES ST SW,303,Mechanicsville,V,33.7399,-84.40488,
LARCENY-NON VEHICLE,163582598,12/23/2016,323 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75428,-84.37701,
LARCENY-NON VEHICLE,163582627,12/23/2016,2055 MOUNT PARAN RD NW,201,Paces,A,33.86297,-84.44174,
LARCENY-NON VEHICLE,163588029,12/23/2016,6000 NORTH TERMINAL PARKWAY,705,,,33.64184,-84.4477,
ROBBERY-RESIDENCE,163572950,12/23/2016,865 NORTH AVE NW,103,English Avenue,L,33.77015,-84.41574,
LARCENY-FROM VEHICLE,163572803,12/23/2016,2107 FAULKNER RD NE,212,Lindridge/Martin Manor,F,33.81212,-84.35756,
BURGLARY-RESIDENCE,163572804,12/22/2016,1761 S ALVARADO TER SW,404,Cascade Avenue/Road,S,33.72984,-84.44582,
LARCENY-FROM VEHICLE,163572830,12/22/2016,349 14TH ST NW,501,Home Park,E,33.78637,-84.39837,
LARCENY-FROM VEHICLE,163572834,12/22/2016,970 PIEDMONT AVE NE,503,Midtown,E,33.78104,-84.38078,
AGG ASSAULT,163572878,12/22/2016,2050 LIDDELL DR NE,212,Morningside/Lenox Park,F,33.81056,-84.36161,
BURGLARY-RESIDENCE,163572881,12/22/2016,147 26TH ST NW,207,Brookwood,E,33.80251,-84.39773,
LARCENY-FROM VEHICLE,163572903,12/22/2016,673 WINDSOR ST SW,303,Mechanicsville,V,33.73645,-84.39855,
LARCENY-FROM VEHICLE,163572913,12/22/2016,2196 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81495,-84.35371,
LARCENY-FROM VEHICLE,163572968,12/22/2016,42 ATLANTA AVE SW,304,Peoplestown,V,33.73032,-84.38971,
LARCENY-NON VEHICLE,163578075,12/22/2016,7700 SPINE RD S,703,,,33.63889,-84.44196,
LARCENY-FROM VEHICLE,163570079,12/22/2016,3179 PEACHTREE RD ,206,Buckhead Village,B,33.84096,-84.37549,
AUTO THEFT,163570236,12/22/2016,1629 N OLYMPIAN WAY SW,404,Westview,T,33.73647,-84.4411,
LARCENY-NON VEHICLE,163570312,12/22/2016,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163570319,12/22/2016,338 E PACES FERRY RD NE,206,Buckhead Village,B,33.83905,-84.37646,
AGG ASSAULT,163570334,12/22/2016,1715 RALPH D ABERNATHY BLVD SW,404,,I,33.74919,-84.44318,
BURGLARY-RESIDENCE,163570351,12/22/2016,900 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70848,-84.35942,
AGG ASSAULT,163570617,12/22/2016,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815,
LARCENY-FROM VEHICLE,163570662,12/22/2016,1455 PARK AVE SE,305,Chosewood Park,Y,33.71461,-84.37026,
AUTO THEFT,163570695,12/22/2016,469 MARIETTA ST NW,504,Downtown,M,33.76564,-84.39669,
AUTO THEFT,163570814,12/22/2016,182 ARCADIA CIR NW,105,Hunter Hills,K,33.76008,-84.42603,
AUTO THEFT,163570842,12/22/2016,39 CHAPPELL RD NW,105,Hunter Hills,K,33.75618,-84.43332,
AUTO THEFT,163570896,12/22/2016,396 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.75392,-84.37536,
BURGLARY-NONRES,163570898,12/22/2016,3626 PEACHTREE RD NE ,209,North Buckhead,B,33.8553,-84.35979,
LARCENY-FROM VEHICLE,163570938,12/22/2016,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523,
LARCENY-FROM VEHICLE,163570942,12/22/2016,1 SPRING CIR NW,203,Whittier Mill Village,D,33.80904,-84.48435,
BURGLARY-RESIDENCE,163570946,12/22/2016,2643 ABNER PL NW,110,Carver Hills,G,33.79944,-84.46507,
LARCENY-FROM VEHICLE,163570984,12/22/2016,300 W PEACHTREE ST NW @PEACHTREE TOWERS,508,Downtown,M,33.76254,-84.38789,
AGG ASSAULT,163570996,12/22/2016,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468,
BURGLARY-NONRES,163571106,12/22/2016,505 PHARR RD NE,206,Garden Hills,B,33.83653,-84.37167,
BURGLARY-RESIDENCE,163571125,12/22/2016,72 ORMOND ST SW,304,Peoplestown,V,33.73159,-84.39027,
LARCENY-NON VEHICLE,163571175,12/22/2016,160 SPRING ST NW,508,Downtown,M,33.75896,-84.39003,
LARCENY-NON VEHICLE,163571263,12/22/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,163571269,12/22/2016,817 W PEACHTREE ST NE,505,Midtown,E,33.77692,-84.38719,
AUTO THEFT,163571279,12/22/2016,230 MORELAND AVE SE,609,Edgewood,O,33.74726,-84.34892,
LARCENY-NON VEHICLE,163571314,12/22/2016,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76419,-84.4569,
LARCENY-FROM VEHICLE,163571344,12/22/2016,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574,
