UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,170230559,01/23/2017,410 CANDLER PARK DR NE,608,Candler Park,N,33.7654,-84.33962,
LARCENY-FROM VEHICLE,170230561,01/23/2017,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74651,-84.40675,
LARCENY-NON VEHICLE,170230609,01/23/2017,111 HABERSHAM VALLEY RD NW,202,Tuxedo Park,A,33.85112,-84.3865,
LARCENY-FROM VEHICLE,170230614,01/23/2017,333 ANGIER AVE NE,603,Old Fourth Ward,M,33.76685,-84.37662,
LARCENY-FROM VEHICLE,170230663,01/23/2017,3724 MARTIN L KING JR DR SW,407,Adamsville,H,33.76461,-84.51027,
LARCENY-FROM VEHICLE,170230665,01/23/2017,1009B MARIETTA ST NW,504,Marietta Street Artery,E,33.77921,-84.41035,
LARCENY-FROM VEHICLE,170230674,01/23/2017,1132 TECHWOOD DR NW @COURTYARD BY MARRIOT,501,Home Park,E,33.7855,-84.39273,
LARCENY-FROM VEHICLE,170230711,01/23/2017,77 SHERIDAN DR NE,206,Garden Hills,B,33.8319,-84.38152,
BURGLARY-NONRES,170230728,01/23/2017,2165 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81341,-84.35347,
LARCENY-FROM VEHICLE,170230738,01/23/2017,1327 EUCLID AVE NE,608,Candler Park,N,33.76851,-84.34431,
LARCENY-FROM VEHICLE,170230760,01/23/2017,411 RIDGEWOOD RD NE,608,Lake Claire,N,33.76533,-84.32837,
BURGLARY-NONRES,170230810,01/23/2017,1100 W PEACHTREE ST NW,503,Midtown,E,33.7851,-84.38792,
AUTO THEFT,170230818,01/23/2017,1940 MURPHY AVE SW,306,Sylvan Hills,X,33.70192,-84.42732,
BURGLARY-NONRES,170230830,01/23/2017,1950 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80838,-84.41356,
LARCENY-FROM VEHICLE,170230899,01/23/2017,218 PEACHTREE STREET,508,Downtown,M,33.76028,-84.38768,
LARCENY-FROM VEHICLE,170230994,01/23/2017,112 COURTLAND ST NE,510,Downtown,M,33.7574,-84.38475,
LARCENY-NON VEHICLE,170231001,01/23/2017,1218 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.76324,-84.42748,
LARCENY-FROM VEHICLE,170231005,01/23/2017,3730 CARMIA DR SW @PUBLIX - CARMIA;,414,Princeton Lakes,P,33.65636,-84.51073,
LARCENY-FROM VEHICLE,170231012,01/23/2017,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164,
LARCENY-FROM VEHICLE,170231014,01/23/2017,415 MCAFEE ST NW,504,Downtown,M,33.76565,-84.39446,
LARCENY-FROM VEHICLE,170231036,01/23/2017,1201 PEACHTREE ST. NE.,502,Midtown,E,33.78751,-84.38336,
AGG ASSAULT,170231060,01/23/2017,1614 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71025,-84.39769,
AUTO THEFT,170231082,01/23/2017,1100 SPRING ST NW,503,Midtown,E,33.78477,-84.3899,
LARCENY-FROM VEHICLE,170231128,01/23/2017,3800 PRINCETON LAKES PKWY SW;,414,Princeton Lakes,P,33.65635,-84.51327,
LARCENY-NON VEHICLE,170231135,01/23/2017,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-FROM VEHICLE,170231154,01/23/2017,352 NORTHSIDE DR NW,103,English Avenue,L,33.76422,-84.40354,
AUTO THEFT,170231164,01/23/2017,150 PEYTON PL SW,405,Harland Terrace,I,33.75046,-84.47579,
BURGLARY-NONRES,170231191,01/23/2017,2165 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81341,-84.35347,
LARCENY-NON VEHICLE,170231206,01/23/2017,3035 PEACHTREE RD ,206,Buckhead Village,B,33.83771,-84.38064,
LARCENY-NON VEHICLE,170231223,01/23/2017,182 FLORA AVE NE,609,Edgewood,O,33.75872,-84.34402,
LARCENY-FROM VEHICLE,170231269,01/23/2017,25 MONTGOMERY ST SE,609,Edgewood,O,33.75269,-84.33986,
LARCENY-NON VEHICLE,170231299,01/23/2017,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,170231305,01/23/2017,675 SEMINOLE AVE NE,602,Poncey-Highland,N,33.7729,-84.35064,
LARCENY-FROM VEHICLE,170231315,01/23/2017,2921 ALLEGRO DR NW,112,Collier Heights,I,33.77476,-84.48358,
LARCENY-NON VEHICLE,170231324,01/23/2017,61 ELLIOTT ST SW,507,Castleberry Hill,M,33.75299,-84.39847,
LARCENY-FROM VEHICLE,170231326,01/23/2017,3830 PRINCETON LAKES PKWY SW,414,Niskey Lake,P,33.71117,-84.53318,
LARCENY-NON VEHICLE,170231345,01/23/2017,555 BISHOPS WAY NE,604,Old Fourth Ward,M,33.75991,-84.36851,
LARCENY-NON VEHICLE,170231351,01/23/2017,2625 PIEDMONT RD NE    ,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-FROM VEHICLE,170231353,01/23/2017,1393 N HIGHLAND AVE NE,213,Morningside/Lenox Park,F,33.79239,-84.35234,
LARCENY-FROM VEHICLE,170231361,01/23/2017,1231 GLENWOOD AVE SE,612,East Atlanta,W,33.73984,-84.34733,
AGG ASSAULT,170231399,01/23/2017,647 ETHERIDGE ST NW,106,Bankhead,K,33.77242,-84.42098,
LARCENY-FROM VEHICLE,170231440,01/23/2017,968 MEMORIAL DR SE,606,Reynoldstown,N,33.74676,-84.35595,
LARCENY-FROM VEHICLE,170231456,01/23/2017,1073 HUFF RD NW ,203,Blandtown,D,33.78945,-84.42332,
LARCENY-NON VEHICLE,170231468,01/23/2017,2973 HEADLAND DR SW,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-FROM VEHICLE,170231501,01/23/2017,1019 COLLIER RD NW,204,,C,33.81014,-84.42083,
LARCENY-FROM VEHICLE,170231508,01/23/2017,2275 MARIETTA BLVD NW,201,,C,33.81979,-84.45051,
LARCENY-FROM VEHICLE,170231582,01/23/2017,1730 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.8022,-84.47149,
BURGLARY-RESIDENCE,170231607,01/23/2017,3176 VALLEYDALE DRIVE SW,406,Magnum Manor,I,33.726,-84.49207,
LARCENY-NON VEHICLE,170231632,01/23/2017,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489,
ROBBERY-RESIDENCE,170231639,01/23/2017,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
AGG ASSAULT,170231643,01/23/2017,641 FORMWALT ST SW,303,Mechanicsville,V,33.73733,-84.39593,
LARCENY-FROM VEHICLE,170231730,01/23/2017,PONCE DE LEON PL NE / MAIDEN LN NE,601,Virginia Highland,F,33.77458,-84.36368,
LARCENY-NON VEHICLE,170231837,01/23/2017,2539 PIEDMONT RD NE ,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,170231866,01/23/2017,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
AUTO THEFT,170232002,01/23/2017,3338 PEACHTREE RD NE,208,North Buckhead,B,33.84861,-84.37164,
LARCENY-FROM VEHICLE,170232030,01/23/2017,1750 ELLSWORTH INDUSTRIAL BLVD NW,204,Underwood Hills,D,33.80323,-84.42711,
BURGLARY-RESIDENCE,170232036,01/23/2017,902 BEECHER CT SW,404,Cascade Avenue/Road,S,33.73124,-84.44906,
LARCENY-NON VEHICLE,170232063,01/23/2017,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559,
LARCENY-FROM VEHICLE,170232166,01/23/2017,999 SMITH ST SW,302,Pittsburgh,V,33.72756,-84.40098,
LARCENY-FROM VEHICLE,170232229,01/23/2017,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
LARCENY-FROM VEHICLE,170232436,01/23/2017,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643,
LARCENY-NON VEHICLE,170232460,01/23/2017,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-FROM VEHICLE,170232540,01/23/2017,880 PIEDMONT AVE NE,505,Midtown,E,33.77866,-84.38157,
LARCENY-FROM VEHICLE,170232561,01/23/2017,290 HARDEN ST SE,605,Oakland,W,33.74684,-84.37702,
BURGLARY-RESIDENCE,170232595,01/23/2017,950 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69305,-84.35784,
LARCENY-FROM VEHICLE,170232617,01/23/2017,97 ESTORIA ST SE,606,Cabbagetown,N,33.75179,-84.36339,
BURGLARY-NONRES,170232641,01/23/2017,1130 EDIE AVE SE,607,Boulevard Heights,W,33.72384,-84.36353,
LARCENY-FROM VEHICLE,170238025,01/23/2017,6000 N TERMINAL PKWY,705,,,33.64184,-84.4477,
AGG ASSAULT,170220425,01/23/2017,2069 CHESHIRE BRIDGE RD,213,Lindridge/Martin Manor,F,33.81148,-84.35523,
LARCENY-FROM VEHICLE,170222363,01/23/2017,555 WHITEHALL ST SW,303,Mechanicsville,V,33.74297,-84.40628,
BURGLARY-RESIDENCE,170222408,01/23/2017,376 COLOGNE DR SE ,308,Blair Villa/Poole Creek,Z,33.66295,-84.3779,
BURGLARY-RESIDENCE,170230015,01/23/2017,359 W LAKE AVE NW,107,Grove Park,J,33.76466,-84.44065,
LARCENY-FROM VEHICLE,170230131,01/23/2017,3424 MARTIN L KING JR DR SW,407,Adamsville,H,33.75503,-84.50014,
AUTO THEFT,170230174,01/23/2017,761 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82545,-84.36218,
LARCENY-NON VEHICLE,170230176,01/22/2017,156  FORSYTH ST SW,512,Downtown,M,33.75055,-84.39517,
LARCENY-FROM VEHICLE,170222429,01/22/2017,135 ANDREW YOUNG INTERNA BLVD NW,508,Downtown,M,33.76002,-84.39178,
ROBBERY-COMMERCIAL,170222447,01/22/2017,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809,
LARCENY-NON VEHICLE,170228013,01/22/2017,6000 N TERMINAL PKWY,705,,,33.64184,-84.4477,
LARCENY-FROM VEHICLE,170222370,01/22/2017,1093 HEMPHILL AVE NW,501,Home Park,E,33.78466,-84.40561,
LARCENY-FROM VEHICLE,170222377,01/22/2017,342 MARIETTA ST NW,507,Downtown,M,33.76234,-84.39683,
RAPE,170222380,01/22/2017,142 MAPLE ST NW,102,Vine City,L,33.75844,-84.40561,
LARCENY-FROM VEHICLE,170222404,01/22/2017,1198 HOWELL MILL RD NW,203,Blandtown,D,33.78703,-84.41185,
LARCENY-FROM VEHICLE,170222407,01/22/2017,1745 DEFOOR PL NW,204,Underwood Hills,D,33.80239,-84.42138,
LARCENY-FROM VEHICLE,170220001,01/22/2017,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597,
LARCENY-FROM VEHICLE,170220067,01/22/2017,218 8TH ST NE,503,Midtown,E,33.77969,-84.38021,
BURGLARY-RESIDENCE,170220076,01/22/2017,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.67992,-84.39348,
ROBBERY-PEDESTRIAN,170220133,01/22/2017,2156 BELVEDERE AVE SW,409,Adams Park,R,33.72047,-84.45916,
LARCENY-FROM VEHICLE,170220184,01/22/2017,34 E ANDREWS DR NW,206,South Tuxedo Park,B,33.8433,-84.38039,
LARCENY-NON VEHICLE,170220187,01/22/2017,1075 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295,
BURGLARY-RESIDENCE,170220195,01/22/2017,636 COOPER ST SW,303,Mechanicsville,V,33.73762,-84.39693,
BURGLARY-RESIDENCE,170220204,01/22/2017,1983 MARTIN L KING JR DR NW,108,,I,33.75014,-84.45241,
LARCENY-FROM VEHICLE,170220206,01/22/2017,1470 WOODBINE AVE SE,610,Kirkwood,O,33.75035,-84.33933,
BURGLARY-RESIDENCE,170220353,01/22/2017,673 ROBINSON AVE SE,605,Grant Park,W,33.72828,-84.36542,
AGG ASSAULT,170220463,01/22/2017,396 BROWNLEE RD SW,406,,I,33.746,-84.49751,
ROBBERY-PEDESTRIAN,170220531,01/22/2017,2537 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77551,-84.46952,
AUTO THEFT,170220636,01/22/2017,599 WHITEHALL ST SW,303,Pittsburgh,V,33.74277,-84.40756,
AUTO THEFT,170220638,01/22/2017,2175 METROPOLITAN PKWY SW,309,Perkerson,X,33.69418,-84.40848,
LARCENY-FROM VEHICLE,170220724,01/22/2017,3463 MEADOWLANE PL SW,412,Meadowbrook Forest,P,33.69248,-84.50157,
LARCENY-FROM VEHICLE,170220764,01/22/2017,611 COMMERCIAL AVE NW,109,Center Hill,J,33.77188,-84.47108,
LARCENY-FROM VEHICLE,170220790,01/22/2017,90 ELIZABETH ST NE,602,Inman Park,N,33.75633,-84.35553,
AUTO THEFT,170220795,01/22/2017,857 HUMPHRIES ST SW,302,Pittsburgh,V,33.72676,-84.4022,
AUTO THEFT,170220892,01/22/2017,1089 HUBBARD ST SW,302,Pittsburgh,V,33.72516,-84.40263,
LARCENY-NON VEHICLE,170220898,01/22/2017,950 W PEACHTREE ST NW,503,Midtown,E,33.7805,-84.38752,
LARCENY-NON VEHICLE,170220901,01/22/2017,1109 WINDSOR ST SW,302,Pittsburgh,V,33.72458,-84.39859,
LARCENY-NON VEHICLE,170220918,01/22/2017,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815,
LARCENY-FROM VEHICLE,170221027,01/22/2017,954 SYLVAN PL SW,306,Sylvan Hills,X,33.70474,-84.41947,
LARCENY-NON VEHICLE,170221036,01/22/2017,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.81,-84.39583,
AUTO THEFT,170221096,01/22/2017,119 MAYSON AVE NE,609,Edgewood,O,33.75722,-84.33848,
AUTO THEFT,170221148,01/22/2017,374 CLEVELAND AVE SW,311,Hammond Park,X,33.68076,-84.40126,
LARCENY-NON VEHICLE,170221157,01/22/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
RAPE,170221173,01/22/2017,1845 PIEDMONT AVE NE,213,Morningside/Lenox Park,F,33.80622,-84.36626,
AUTO THEFT,170221208,01/22/2017,4122 FAIRBURN AVE SW,413,Fairburn,P,33.69168,-84.52422,
LARCENY-NON VEHICLE,170221216,01/22/2017,140 PINE ST NE,509,Downtown,M,33.76757,-84.3829,
LARCENY-FROM VEHICLE,170221265,01/22/2017,865 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77822,-84.35225,
AGG ASSAULT,170221272,01/22/2017,1658 LANGSTON AVE SW,306,Sylvan Hills,X,33.71214,-84.42338,
AUTO THEFT,170221274,01/22/2017,1115 LAWTON PL SW,402,West End,T,33.73694,-84.42435,
LARCENY-NON VEHICLE,170221294,01/22/2017,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84642,-84.36815,
LARCENY-NON VEHICLE,170221398,01/22/2017,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,
LARCENY-NON VEHICLE,170221419,01/22/2017,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116,
LARCENY-NON VEHICLE,170221425,01/22/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
ROBBERY-PEDESTRIAN,170221470,01/22/2017,272 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.76227,-84.41772,
LARCENY-FROM VEHICLE,170221526,01/22/2017,319 PARK AVE SE,605,Grant Park,W,33.74597,-84.3698,
AUTO THEFT,170221596,01/22/2017,1253 FRANCIS ST NW,501,Home Park,E,33.78904,-84.39652,
AUTO THEFT,170221642,01/22/2017,2043 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81123,-84.35601,
LARCENY-NON VEHICLE,170221680,01/22/2017,3440 PEACHTREE RD NE,208,North Buckhead,B,33.85302,-84.36278,
ROBBERY-PEDESTRIAN,170221701,01/22/2017,548 NORTHSIDE DR NW ,103,English Avenue,L,33.7697,-84.40508,
LARCENY-FROM VEHICLE,170221717,01/22/2017,1050 LENOX PARK BLVD NE,210,Pine Hills,B,33.8475,-84.3483,
ROBBERY-RESIDENCE,170221726,01/22/2017,2587 WHITING ST NW,109,Center Hill,J,33.77927,-84.47157,
LARCENY-NON VEHICLE,170221774,01/22/2017,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,170221778,01/22/2017,1049 HEMPHILL AVE NW,501,Home Park,E,33.78346,-84.40502,
LARCENY-FROM VEHICLE,170221820,01/22/2017,940 GLENWOOD PARK DR SE,606,Ormewood Park,W,33.74274,-84.3565,
ROBBERY-PEDESTRIAN,170221894,01/22/2017,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206,
AGG ASSAULT,170221916,01/22/2017,985 WASHINGTON HEIGHTS TER NW,105,Washington Park,K,33.76023,-84.41986,
AUTO THEFT,170221970,01/22/2017,485 OAKDALE RD NE,608,Candler Park,N,33.7674,-84.34115,
LARCENY-FROM VEHICLE,170222009,01/22/2017,186 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74952,-84.40352,
AGG ASSAULT,170222073,01/22/2017,262 IVAN ALLEN JR BLVD NW,508,Downtown,M,33.76455,-84.39601,
LARCENY-NON VEHICLE,170222156,01/22/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-FROM VEHICLE,170222263,01/22/2017,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,
LARCENY-FROM VEHICLE,170222265,01/22/2017,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319,
BURGLARY-RESIDENCE,170222267,01/22/2017,531 SPRING VALLEY RD NW,205,Collier Hills,C,33.80975,-84.40592,
AUTO THEFT,170222278,01/22/2017,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931,
LARCENY-FROM VEHICLE,170222290,01/22/2017,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76158,-84.38496,
LARCENY-FROM VEHICLE,170222343,01/22/2017,1811 PIEDMONT AVE NE,213,Morningside/Lenox Park,F,33.80461,-84.36712,
AGG ASSAULT,170222351,01/22/2017,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,
LARCENY-NON VEHICLE,170208091,01/21/2017,6000 S TERMINAL PKWY,706,,,33.64184,-84.4477,
LARCENY-FROM VEHICLE,170210137,01/21/2017,1903 DREW DR NW,110,West Highlands,G,33.79214,-84.44947,
LARCENY-FROM VEHICLE,170210252,01/21/2017,1163 CAHABA DR SW,403,Cascade Avenue/Road,S,33.72364,-84.44799,
LARCENY-NON VEHICLE,170210341,01/21/2017,2152 WILSON AVE NW,108,Dixie Hills,J,33.75347,-84.45824,
ROBBERY-PEDESTRIAN,170210358,01/21/2017,2075A DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77725,-84.46072,
LARCENY-FROM VEHICLE,170210423,01/21/2017,48 DANIEL ST SE,604,Old Fourth Ward,M,33.7528,-84.37053,
LARCENY-FROM VEHICLE,170210442,01/21/2017,1181 MCPHERSON AVE SE,612,East Atlanta,W,33.74299,-84.34879,
AGG ASSAULT,170210450,01/21/2017,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
ROBBERY-PEDESTRIAN,170210470,01/21/2017,479 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74107,-84.34655,
LARCENY-FROM VEHICLE,170210568,01/21/2017,2115 PIEDMONT RD NE @SQUIRE INN MOTEL NE,212,Morningside/Lenox Park,F,33.81235,-84.36578,
AUTO THEFT,170210579,01/21/2017,2925 1ST AVE SW,311,Hammond Park,X,33.67498,-84.40085,
LARCENY-FROM VEHICLE,170210602,01/21/2017,264 PRESTON LN SW,310,Browns Mill Park,Z,33.68651,-84.39574,
AGG ASSAULT,170210670,01/21/2017,296 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74632,-84.40611,
LARCENY-FROM VEHICLE,170210736,01/21/2017,2837 HOSEA L. WILLIAMS DR SE,611,East Lake,O,33.7513,-84.29408,
BURGLARY-NONRES,170210758,01/21/2017,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
ROBBERY-PEDESTRIAN,170210834,01/21/2017,60 JOSEPH E LOWERY BLVD NW,105,Washington Park,K,33.75633,-84.41783,
LARCENY-FROM VEHICLE,170210923,01/21/2017,161 SPRING ST NW,508,Downtown,M,33.75882,-84.38989,
LARCENY-FROM VEHICLE,170210968,01/21/2017,245 DOANE ST SW,303,Mechanicsville,V,33.73129,-84.3961,
ROBBERY-PEDESTRIAN,170211039,01/21/2017,4431 Rolling Hills Rd SW,413,Elmco Estates,P,33.6884,-84.53281,
AUTO THEFT,170211103,01/21/2017,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.67992,-84.39348,
LARCENY-FROM VEHICLE,170211134,01/21/2017,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
LARCENY-NON VEHICLE,170211249,01/21/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
AUTO THEFT,170211265,01/21/2017,775 CASCADE KNOLLS DR SW,412,Midwest Cascade,Q,33.73332,-84.53638,
LARCENY-FROM VEHICLE,170211268,01/21/2017,425 10TH ST NE,503,Midtown,E,33.78145,-84.37299,
LARCENY-FROM VEHICLE,170211284,01/21/2017,2444 MAIN ST NW,110,Scotts Crossing,G,33.80334,-84.46821,
LARCENY-NON VEHICLE,170211340,01/21/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
AGG ASSAULT,170211349,01/21/2017,2980 DELMAR LN NW,111,,I,33.75517,-84.48481,
AUTO THEFT,170211352,01/21/2017,95 FLORA AVE NE,609,Edgewood,O,33.75615,-84.34363,
LARCENY-FROM VEHICLE,170211369,01/21/2017,3224 W MANOR LN SW,406,West Manor,I,33.73671,-84.49301,
LARCENY-NON VEHICLE,170211380,01/21/2017,2220 BOLTON RD NW,203,Bolton,D,33.81639,-84.46585,
AGG ASSAULT,170211383,01/21/2017,1868 GODDARD ST SE,308,Thomasville Heights,Z,33.70197,-84.35666,
BURGLARY-RESIDENCE,170211429,01/21/2017,1285 LOCH LOMOND TRL SW,412,,,33.71681,-84.54209,
LARCENY-FROM VEHICLE,170211438,01/21/2017,519 MELLVIEW AVE SW,301,Capitol View Manor,X,33.71797,-84.40471,
LARCENY-FROM VEHICLE,170211445,01/21/2017,2323 DEFOOR HILLS RD NW,204,Underwood Hills,D,33.81838,-84.43461,
LARCENY-NON VEHICLE,170211489,01/21/2017,171 AUBURN AVE NE @CITY WALK APARTMENTS,510,Downtown,M,33.75546,-84.38185,
LARCENY-NON VEHICLE,170211495,01/21/2017,2975 HEADLAND DR,411,Greenbriar,R,33.69168,-84.4872,
LARCENY-FROM VEHICLE,170211504,01/21/2017,1016 HOWELL MILL RD NW,501,Home Park,E,33.78183,-84.41244,
LARCENY-NON VEHICLE,170211600,01/21/2017,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,170211609,01/21/2017,180 WALKER ST SW,507,Castleberry Hill,M,33.74964,-84.40132,
AUTO THEFT,170211615,01/21/2017,2315 GLENWOOD AVE SE,611,East Lake,O,33.73984,-84.31149,
AUTO THEFT,170211616,01/21/2017,2925 HEADLAND DR,411,Greenbriar,R,33.69094,-84.48457,
LARCENY-NON VEHICLE,170211628,01/21/2017,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
AGG ASSAULT,170211714,01/21/2017,2002 CHILDRESS DR SW,409,Southwest,R,33.70092,-84.48651,
LARCENY-FROM VEHICLE,170211767,01/21/2017,2591 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82494,-84.36684,
LARCENY-FROM VEHICLE,170211771,01/21/2017,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,
AGG ASSAULT,170211785,01/21/2017,2500 CENTER ST,112,Carey Park,G,33.79088,-84.4723,
AUTO THEFT,170211786,01/21/2017,3329 SPREADING OAK DR SW,406,Green Forest Acres,I,33.73118,-84.49721,
BURGLARY-RESIDENCE,170211790,01/21/2017,270 FENNEL WAY SW,407,Wilson Mill Meadows,H,33.75522,-84.51614,
LARCENY-FROM VEHICLE,170211834,01/21/2017,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,207,,E,33.80881,-84.3951,
LARCENY-NON VEHICLE,170211890,01/21/2017,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
AUTO THEFT,170211993,01/21/2017,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017,
AGG ASSAULT,170212068,01/21/2017,787 CASCADE AVE SW,404,Westview,T,33.73384,-84.43758,
LARCENY-NON VEHICLE,170212078,01/21/2017,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,170212124,01/21/2017,544 PONCE DE LEON AVE NE,506,Midtown,E,33.77381,-84.36897,
LARCENY-FROM VEHICLE,170212194,01/21/2017,227 COURTLAND ST NE,509,Downtown,M,33.76094,-84.38418,
LARCENY-FROM VEHICLE,170212422,01/21/2017,1793 PIPER CIR SE,612,East Atlanta,W,33.72602,-84.33157,
LARCENY-NON VEHICLE,170212436,01/21/2017,3263 DONALD LEE HOLLOWELL PKWY NW,114,English Park,G,33.78784,-84.49384,
LARCENY-FROM VEHICLE,170212465,01/21/2017,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051,
LARCENY-FROM VEHICLE,170212497,01/21/2017,886 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75456,-84.41663,
LARCENY-FROM VEHICLE,170212532,01/21/2017,100 CENTENNIAL OLYMPIC P DR NW @DOME MARTA STATION,507,Downtown,M,33.75733,-84.39635,
LARCENY-NON VEHICLE,170212569,01/21/2017,240 PEACHTREE ST NW @MERCHANDISE MART,508,Downtown,M,33.76056,-84.38835,
LARCENY-NON VEHICLE,170212610,01/21/2017,382 ILLINOIS AVE NW,107,Grove Park,J,33.76566,-84.45206,
LARCENY-NON VEHICLE,170212624,01/21/2017,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
BURGLARY-RESIDENCE,170212660,01/21/2017,185 WELLINGTON ST SW,104,Mozley Park,K,33.75015,-84.4385,
LARCENY-NON VEHICLE,170212662,01/21/2017,184 DOUGLAS ST SE,611,Kirkwood,O,33.74793,-84.31926,
LARCENY-FROM VEHICLE,170218019,01/21/2017,6023 N TERMINAL BYWY,705,,,33.64217,-84.447,
AGG ASSAULT,170203113,01/21/2017,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,
AGG ASSAULT,170202574,01/21/2017,1266 SYLVAN RD,301,Capitol View,X,33.7204,-84.41761,
AUTO THEFT,170202494,01/21/2017,1150 REGENCY CENTER DR SW,412,Midwest Cascade,Q,33.72934,-84.5317,
HOMICIDE,170211973008,01/21/2017,48 BROAD ST SW,511,Downtown,M,33.75283,-84.39232,
AUTO THEFT,170170846,01/21/2017,558 ELBRIDGE DR NW,106,Bankhead,K,33.77039,-84.43291,
