UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
BURGLARY-RESIDENCE,163301904,11/25/2016,2219 BAKER TER NW,109,Center Hill,J,33.77142,-84.46039,
ROBBERY-PEDESTRIAN,163301909,11/25/2016,1416 BEATIE AVENUE SW,301,Capitol View,X,33.71652,-84.41077,
LARCENY-NON VEHICLE,163251967,11/25/2016,181 RALPH DAVID ABERNATHY BLVD,303,Mechanicsville,V,33.73682,-84.39347,
AUTO THEFT,163281630,11/25/2016,927 CREW ST,304,Peoplestown,V,33.72949,-84.38972,
BURGLARY-RESIDENCE,163290007,11/24/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
LARCENY-FROM VEHICLE,163290077,11/24/2016,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992,
LARCENY-FROM VEHICLE,163301128,11/24/2016,1715 HOWELL MILL RD NW,204,Berkeley Park,D,33.80089,-84.4157,
LARCENY-NON VEHICLE,163290087,11/24/2016,2572 LENOX RD NE,210,Pine Hills,B,33.82507,-84.35322,
LARCENY-NON VEHICLE,163290099,11/24/2016,1181 MCPHERSON AVE SE,612,East Atlanta,W,33.74299,-84.34879,
AGG ASSAULT,163290125,11/24/2016,349 ARCHER WAY NW,106,Bankhead,K,33.76415,-84.42371,
BURGLARY-RESIDENCE,163290144,11/24/2016,1112 OAK KNOLL TER SE,307,Lakewood Heights,Y,33.70836,-84.3766,
LARCENY-NON VEHICLE,163290382,11/24/2016,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,
LARCENY-FROM VEHICLE,163290562,11/24/2016,2495 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77602,-84.46716,
AUTO THEFT,163290577,11/24/2016,1111 LINDRIDGE DR,212,Lindridge/Martin Manor,F,33.82021,-84.35371,
BURGLARY-RESIDENCE,163290648,11/24/2016,1245 HARTFORD AVE SW,301,Capitol View,X,33.72094,-84.41707,
LARCENY-FROM VEHICLE,163290663,11/24/2016,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865,
BURGLARY-RESIDENCE,163290691,11/24/2016,111 MONTGOMERY ST SE,609,Edgewood,O,33.75036,-84.33983,
LARCENY-NON VEHICLE,163290725,11/24/2016,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
LARCENY-NON VEHICLE,163290775,11/24/2016,75 14TH ST NE,503,Midtown,E,33.78656,-84.38548,
LARCENY-FROM VEHICLE,163290790,11/24/2016,631 MARTIN ST SE,304,Summerhill,V,33.73738,-84.38432,
AGG ASSAULT,163290842,11/24/2016,106 STAFFORD ST NW,105,Hunter Hills,K,33.75808,-84.42574,
ROBBERY-RESIDENCE,163290865,11/24/2016,1058 RIDGE AVE SW,304,Peoplestown,V,33.7262,-84.39163,
LARCENY-NON VEHICLE,163290876,11/24/2016,181 ELVAN AVE NE,610,Kirkwood,O,33.75754,-84.31688,
LARCENY-FROM VEHICLE,163290882,11/24/2016,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429,
BURGLARY-RESIDENCE,163290894,11/24/2016,721 CONFEDERATE AVE SE,605,Grant Park,W,33.73456,-84.36577,
LARCENY-NON VEHICLE,163290910,11/24/2016,204 BROAD ST,512,Downtown,M,33.75031,-84.39432,
AUTO THEFT,163291078,11/24/2016,2325 BOLTON RD NW,203,,C,33.82065,-84.45274,
LARCENY-NON VEHICLE,163291086,11/24/2016,95 THIRKELD AVE SE,305,South Atlanta,Y,33.71447,-84.38505,
LARCENY-FROM VEHICLE,163291116,11/24/2016,85 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67291,-84.39153,
AGG ASSAULT,163291188,11/24/2016,260  UNIVERSITY AVE SW,302,Pittsburgh,V,33.72212,-84.39675,
LARCENY-NON VEHICLE,163291224,11/24/2016,1025 N HIGHLAND AVE NE,601,Virginia Highland,F,33.7829,-84.35444,
BURGLARY-RESIDENCE,163291225,11/24/2016,772 BENDER ST SW,302,Pittsburgh,V,33.73376,-84.40626,
BURGLARY-RESIDENCE,163291234,11/24/2016,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755,
LARCENY-NON VEHICLE,163291287,11/24/2016,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
LARCENY-FROM VEHICLE,163291309,11/24/2016,35 WALL ST SE,511,Downtown,M,33.75268,-84.38914,
ROBBERY-PEDESTRIAN,163291318,11/24/2016,3669 POWERS FERRY RD NE,209,East Chastain Park,B,33.85641,-84.38288,
ROBBERY-PEDESTRIAN,163291382,11/24/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163291408,11/24/2016,393 N HIGHLAND AVE NE,602,Inman Park,N,33.76447,-84.35489,
BURGLARY-RESIDENCE,163291437,11/24/2016,2192 BOLTON RD NW,203,Bolton,D,33.81569,-84.46664,
AGG ASSAULT,163291447,11/24/2016,1260 ALMONT DR SW,403,Oakland City,S,33.72568,-84.42903,
LARCENY-NON VEHICLE,163291448,11/24/2016,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807,
BURGLARY-RESIDENCE,163291529,11/24/2016,20 10TH ST NW,503,Midtown,E,33.78141,-84.38799,
ROBBERY-PEDESTRIAN,163291571,11/24/2016,48 BROAD ST SW,511,Downtown,M,33.75283,-84.39232,
LARCENY-NON VEHICLE,163291579,11/24/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
BURGLARY-RESIDENCE,163291580,11/24/2016,2128 BOLTON RD NW,203,Riverside,D,33.81402,-84.4684,
AUTO THEFT,163291583,11/24/2016,1695 NORTHSIDE DR NW,207,Loring Heights,E,33.80107,-84.40742,
AUTO THEFT,163291658,11/24/2016,1305 BOLTON RD NW,114,English Park,G,33.79075,-84.49317,
BURGLARY-RESIDENCE,163291690,11/24/2016,400 CENTRAL PARK PL NE,603,Old Fourth Ward,M,33.76522,-84.37805,
ROBBERY-PEDESTRIAN,163291693,11/24/2016,1620 DELOWE DR,410,Adams Park,R,33.71157,-84.46225,
BURGLARY-RESIDENCE,163291729,11/24/2016,1031 WADSWORTH DR NW,205,Wildwood (NPU-C),C,33.81393,-84.41874,
AGG ASSAULT,163291738,11/24/2016,1481 OLIVE ST SW,408,Venetian Hills,S,33.71461,-84.43146,
AUTO THEFT,163281649,11/23/2016,1160 MOORES MILL RD NW,201,Brandon,C,33.83133,-84.42498,
LARCENY-FROM VEHICLE,163281682,11/23/2016,594 HIGHLAND AVE NE,603,Old Fourth Ward,M,33.76141,-84.36804,
LARCENY-FROM VEHICLE,163281695,11/23/2016,391 10TH ST NE,503,Midtown,E,33.78168,-84.37479,
AGG ASSAULT,163281802,11/23/2016,4635 HEATHERWOOD DR SW,412,,,33.71548,-84.53846,
AUTO THEFT,163281817,11/23/2016,4 WHITEWATER TRL NW,202,Whitewater Creek,A,33.87957,-84.43944,
LARCENY-FROM VEHICLE,163281827,11/23/2016,963 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77514,-84.35591,
BURGLARY-RESIDENCE,163281836,11/23/2016,968 ALLENE AVE SW;,301,Adair Park,V,33.72847,-84.41328,
LARCENY-NON VEHICLE,163281852,11/23/2016,1000 NORTHSIDE DR NW,501,Home Park,E,33.78196,-84.40835,
BURGLARY-RESIDENCE,163281862,11/23/2016,350 PEACHTREE HILLS AVE,211,Peachtree Hills,B,33.81823,-84.37503,
AGG ASSAULT,163281871,11/23/2016,308 BASS ST SE,605,Grant Park,W,33.73493,-84.37761,
AUTO THEFT,163281890,11/23/2016,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.81274,-84.36659,
LARCENY-FROM VEHICLE,163281928,11/23/2016,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218,
LARCENY-NON VEHICLE,163281929,11/23/2016,1371 MARKET ST NW,501,Atlantic Station,E,33.7921,-84.39466,
BURGLARY-RESIDENCE,163281951,11/23/2016,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
AUTO THEFT,163281955,11/23/2016,845 VIRGIL ST NE,602,Inman Park,N,33.75861,-84.35985,
LARCENY-NON VEHICLE,163281959,11/23/2016,3755 PEACHTREE RD NE,210,Ridgedale Park,B,33.85649,-84.34973,
AGG ASSAULT,163281976,11/23/2016,2866 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67677,-84.40829,
LARCENY-FROM VEHICLE,163282023,11/23/2016,1599 OLYMPIAN CIR SW,404,Westview,T,33.73554,-84.44012,
LARCENY-FROM VEHICLE,163282032,11/23/2016,3800 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65635,-84.51327,
LARCENY-NON VEHICLE,163282038,11/23/2016,262 BUCKHEAD AVE NE,206,Buckhead Village,B,33.83874,-84.37877,
BURGLARY-RESIDENCE,163282087,11/23/2016,1906 SUMTER ST NW,203,Bolton,D,33.81454,-84.45027,
BURGLARY-RESIDENCE,163282125,11/23/2016,600 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74662,-84.40755,
AUTO THEFT,163282152,11/23/2016,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69231,-84.51621,
LARCENY-NON VEHICLE,163282198,11/23/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,163282268,11/23/2016,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
AGG ASSAULT,163282322,11/23/2016,1995 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76034,-84.45258,
LARCENY-NON VEHICLE,163282560,11/23/2016,80 JESSE HILL JR DR NE,510,Downtown,M,33.75657,-84.38034,
LARCENY-FROM VEHICLE,163282627,11/23/2016,3500 PEACHTREE RD NE @SAKS FIFTH AVENUE,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,163282657,11/23/2016,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
LARCENY-FROM VEHICLE,163282704,11/23/2016,1037 LANIER BLVD NE,601,Virginia Highland,F,33.78289,-84.35261,
AUTO THEFT,163282705,11/23/2016,870 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75455,-84.41611,
BURGLARY-RESIDENCE,163282811,11/23/2016,311 SCOTT ST SW,406,,I,33.74956,-84.49595,
ROBBERY-PEDESTRIAN,163282820,11/23/2016,30 ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75281,-84.391,
LARCENY-FROM VEHICLE,163282826,11/23/2016,602 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77082,-84.35274,
LARCENY-FROM VEHICLE,163282836,11/23/2016,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77914,-84.41116,
LARCENY-FROM VEHICLE,163282873,11/23/2016,1091 EUCLID AVE NE,602,Inman Park,N,33.7636,-84.35097,
AUTO THEFT,163282940,11/23/2016,635 GREEN ST NW,207,Berkeley Park,D,33.79323,-84.40888,
AGG ASSAULT,163283003,11/23/2016,479 HOLDERNESS ST SW;,401,West End,T,33.74184,-84.42724,
LARCENY-NON VEHICLE,163288045,11/23/2016,6000 N TERMINAL PKWY,706,,,33.64082,-84.44629,
ROBBERY-PEDESTRIAN,163280056,11/23/2016,1092 OSBORNE ST SW,306,Sylvan Hills,X,33.70415,-84.42436,
ROBBERY-PEDESTRIAN,163280122,11/23/2016,4066 WISTERIA LANE,407,Wisteria Gardens,H,33.76003,-84.51005,
AGG ASSAULT,163280138,11/23/2016,3004 PIEDMONT RD NE,206,Garden Hills,B,33.83665,-84.36838,
ROBBERY-COMMERCIAL,163280197,11/23/2016,1959 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70229,-84.38496,
LARCENY-FROM VEHICLE,163280210,11/23/2016,484 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74104,-84.34615,
LARCENY-FROM VEHICLE,163280371,11/23/2016,494 BRASFIELD SQ SE,606,Ormewood Park,W,33.7403,-84.35687,
LARCENY-NON VEHICLE,163280455,11/23/2016,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
BURGLARY-RESIDENCE,163280565,11/23/2016,522 ENGLISH AVE NW,103,English Avenue,L,33.76892,-84.4137,
AGG ASSAULT,163280659,11/23/2016,970 WASHINGTON ST,304,Peoplestown,V,33.72832,-84.39072,
LARCENY-NON VEHICLE,163280717,11/23/2016,1025 N HIGHLAND AVE NE,601,Virginia Highland,F,33.7829,-84.35444,
LARCENY-FROM VEHICLE,163280799,11/23/2016,44 KROG ST NE,602,Inman Park,N,33.75503,-84.3643,
LARCENY-FROM VEHICLE,163280810,11/23/2016,2175 METROPOLITAN PARKWAY SW,309,Perkerson,X,33.69418,-84.40848,
AUTO THEFT,163280816,11/23/2016,3540 N CAMP CREEK PKWY SW,414,,P,33.67051,-84.50299,
LARCENY-FROM VEHICLE,163280919,11/23/2016,132 10TH ST NE,503,Midtown,E,33.78222,-84.3829,
LARCENY-NON VEHICLE,163280981,11/23/2016,476 WILMER ST NE,603,Old Fourth Ward,M,33.76741,-84.36652,
LARCENY-FROM VEHICLE,163281152,11/23/2016,1085 SAINT LOUIS PL NE,601,Atkins Park,F,33.77612,-84.35187,
LARCENY-NON VEHICLE,163281199,11/23/2016,PEACHTREE CENTER AVE SE / HURT PLZ SE,510,Downtown,M,33.75385,-84.387,
LARCENY-FROM VEHICLE,163281218,11/23/2016,I-20 WB EXPY NW / HAMILTON E HOLMES DR NW,108,Dixie Hills,J,33.75709,-84.4689,
LARCENY-FROM VEHICLE,163281270,11/23/2016,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992,
BURGLARY-RESIDENCE,163281304,11/23/2016,876 THURMOND ST NW,102,Vine City,L,33.76026,-84.41617,
LARCENY-NON VEHICLE,163281350,11/23/2016,3393 PEACHTREE RD NE ,210,Lenox,B,33.84676,-84.36212,
AUTO THEFT,163281424,11/23/2016,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815,
LARCENY-NON VEHICLE,163281432,11/23/2016,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,
LARCENY-FROM VEHICLE,163281456,11/23/2016,771 EDGEWOOD AVE NE,602,Inman Park,N,33.75472,-84.36217,
BURGLARY-RESIDENCE,163281462,11/23/2016,3107 DELMAR LN NW,111,,I,33.75595,-84.48887,
LARCENY-NON VEHICLE,163281519,11/23/2016,658 LINDBERGH DR NE,211,Lindbergh/Morosgo,B,33.82206,-84.36586,
AGG ASSAULT,163281564,11/23/2016,827 ROCHELLE DR SW,402,Oakland City,S,33.7326,-84.43419,
AUTO THEFT,163281567,11/23/2016,44 KROG ST NE,602,Inman Park,N,33.75503,-84.3643,
ROBBERY-PEDESTRIAN,163281588,11/23/2016,1155 IRA ST SW,302,Pittsburgh,V,33.7234,-84.40023,
HOMICIDE,162812612104,11/23/2016,1100 5TH ST NW,109,Carey Park,G,33.78511,-84.47185,
ROBBERY-PEDESTRIAN,163270252,11/22/2016,3046 ELEANOR TER NW,112,Collier Heights,I,33.77699,-84.48632,
LARCENY-FROM VEHICLE,163270382,11/22/2016,2066 OLD GEORGIAN TER NW,203,Whittier Mill Village,D,33.81071,-84.48058,
AUTO THEFT,163270513,11/22/2016,980 HOLLYWOOD RD NW,109,Grove Park,J,33.78164,-84.45638,
LARCENY-FROM VEHICLE,163270563,11/22/2016,677 INDIGO LN NW,112,Collier Heights,I,33.77304,-84.48147,
AUTO THEFT,163270876,11/22/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506,
AGG ASSAULT,163271162,11/22/2016,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69231,-84.51621,
AGG ASSAULT,163271195,11/22/2016,2141 JONESBORO RD SE,310,Lakewood,Z,33.6955,-84.36896,
AGG ASSAULT,163271240,11/22/2016,831 ROZIE WAY SW,407,Mays,H,33.74001,-84.50791,
LARCENY-NON VEHICLE,163271246,11/22/2016,2144 DEFOOR HILLS RD NW,204,Underwood Hills,D,33.81462,-84.43291,
AGG ASSAULT,163271257,11/22/2016,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042,
BURGLARY-NONRES,163271264,11/22/2016,2410 METROPOLITAN PKWY ,309,Perkerson,X,33.68887,-84.40765,
AUTO THEFT,163271291,11/22/2016,3550 CAMPBELLTON RD SW ,412,,P,33.68984,-84.50491,
BURGLARY-RESIDENCE,163271344,11/22/2016,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265,
LARCENY-NON VEHICLE,163271485,11/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,163271574,11/22/2016,1095 PEEPLES ST SW,402,Oakland City,S,33.72534,-84.42518,
LARCENY-FROM VEHICLE,163271598,11/22/2016,359 W LAKE AVE NW,107,Grove Park,J,33.76466,-84.44065,
LARCENY-FROM VEHICLE,163271601,11/22/2016,930 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,
LARCENY-FROM VEHICLE,163271646,11/22/2016,I-20 EB RAMP SE / MORELAND AVE SE,606,,W,33.74439,-84.34923,
LARCENY-NON VEHICLE,163271681,11/22/2016,1044 FAYETTEVILLE RD SE,612,East Atlanta,W,33.72577,-84.32276,
AUTO THEFT,163271755,11/22/2016,761 VIRGINIA AVE NE,601,Virginia Highland,F,33.78157,-84.36246,
BURGLARY-RESIDENCE,163271780,11/22/2016,2615 RIVERS RD NW,206,Peachtree Heights West,B,33.82594,-84.38979,
LARCENY-FROM VEHICLE,163271819,11/22/2016,641 W WESLEY RD NW,205,Brandon,C,33.8291,-84.40878,
LARCENY-FROM VEHICLE,163271831,11/22/2016,768 HUMPHRIES ST SW,302,Pittsburgh,V,33.73399,-84.40514,
LARCENY-FROM VEHICLE,163271945,11/22/2016,1919 METROPOLITAN PKWY,306,Sylvan Hills,X,33.70278,-84.41017,
LARCENY-NON VEHICLE,163272070,11/22/2016,1715 HOWELL MILL RD,201,Berkeley Park,D,33.80089,-84.4157,
ROBBERY-RESIDENCE,163272149,11/22/2016,1124 DEKALB AVE NE,602,Inman Park,N,33.75963,-84.35099,
LARCENY-NON VEHICLE,163272186,11/22/2016,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,607,Woodland Hills,W,33.72055,-84.35045,
AUTO THEFT,163272188,11/22/2016,914 COLLIER RD NW,205,Wildwood (NPU-C),C,33.80978,-84.41695,
BURGLARY-RESIDENCE,163272221,11/22/2016,2743 ARGYLE DR NW,113,Lincoln Homes,G,33.79968,-84.47777,
LARCENY-NON VEHICLE,163272307,11/22/2016,2344 MARIETTA BLVD,207,Berkeley Park,D,33.7996,-84.41601,
BURGLARY-RESIDENCE,163272376,11/22/2016,455 FULTON ST SW,303,Mechanicsville,V,33.74173,-84.40283,
BURGLARY-RESIDENCE,163272508,11/22/2016,1931 SHEPHERD CIR SW,410,Pomona Park,R,33.70213,-84.45156,
LARCENY-NON VEHICLE,163272529,11/22/2016,2619 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77579,-84.47254,
LARCENY-NON VEHICLE,163272618,11/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,163272693,11/22/2016,3636 HABERSHAM RD NW,202,Tuxedo Park,A,33.8527,-84.38445,
AUTO THEFT,163272781,11/22/2016,595 CASCADE AVE SW,404,Westview,T,33.73872,-84.43421,
ROBBERY-PEDESTRIAN,163272898,11/22/2016,241 BOULEVARD NE,603,Old Fourth Ward,M,33.76084,-84.37158,
LARCENY-FROM VEHICLE,163272906,11/22/2016,753 EDGEWOOD AVE NE,602,Inman Park,N,33.75443,-84.36262,
LARCENY-NON VEHICLE,163272986,11/22/2016,265 PEACHTREE CENTER AVE NE @Multiple,509,Downtown,M,33.76158,-84.38496,
LARCENY-NON VEHICLE,163273014,11/22/2016,800 PEACHTREE ST NE,505,Midtown,E,33.77659,-84.38459,
AGG ASSAULT,163273040,11/22/2016,963 DIVISION ST NW,106,Bankhead,K,33.76445,-84.41919,
LARCENY-FROM VEHICLE,163273083,11/22/2016,626 SOMERSET TER NE,602,Poncey-Highland,N,33.7715,-84.36282,
LARCENY-FROM VEHICLE,163273093,11/22/2016,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
BURGLARY-RESIDENCE,163273105,11/22/2016,209 MAYSON AVE NE,609,Edgewood,O,33.75955,-84.33832,
LARCENY-FROM VEHICLE,163273141,11/22/2016,744 W ASHLAND AVE NE,602,Inman Park,N,33.75835,-84.36292,
LARCENY-FROM VEHICLE,163273158,11/22/2016,2 PEACHTREE ST SW,511,Downtown,M,33.75409,-84.39054,
LARCENY-FROM VEHICLE,163273162,11/22/2016,1053 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80119,-84.4219,
BURGLARY-RESIDENCE,163273165,11/22/2016,1631 STANTON RD SW,408,,R,33.71076,-84.4438,
LARCENY-FROM VEHICLE,163273178,11/22/2016,593 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.75408,-84.3677,
LARCENY-FROM VEHICLE,163273239,11/22/2016,403 MORELAND AVE SE,606,Ormewood Park,W,33.74309,-84.34957,
LARCENY-NON VEHICLE,163273255,11/22/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
AGG ASSAULT,163273279,11/22/2016,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035,
LARCENY-NON VEHICLE,163278096,11/22/2016,6000 NORTH TERMINAL PKWY,706,,,33.64069,-84.44388,
AGG ASSAULT,163262583,11/22/2016,880 BECKWITH ST SW,101,Atlanta University Center,T,33.75195,-84.41642,
LARCENY-FROM VEHICLE,163262588,11/21/2016,354 14TH ST NW,501,Home Park,E,33.7861,-84.39857,
LARCENY-FROM VEHICLE,163262603,11/21/2016,275 BAKER ST NW,508,Downtown,M,33.76206,-84.39568,
BURGLARY-RESIDENCE,163262616,11/21/2016,752 JEFFERSON AVE SW,309,Perkerson,X,33.68546,-84.41307,
LARCENY-FROM VEHICLE,163262625,11/21/2016,690 11TH ST NW,501,Home Park,E,33.78267,-84.40983,
LARCENY-FROM VEHICLE,163262658,11/21/2016,1925 MONROE DR NE,212,Piedmont Heights,F,33.80804,-84.37412,
LARCENY-FROM VEHICLE,163262711,11/21/2016,3861 ROSWELL RD NE ,101,North Buckhead,B,33.8596,-84.37979,
ROBBERY-COMMERCIAL,163262736,11/21/2016,2324 CASCADE ROAD SW,409,Adams Park,R,33.72186,-84.46462,
LARCENY-FROM VEHICLE,163262742,11/21/2016,1505 HOWELL MILL RD NW,207,Berkeley Park,D,33.79584,-84.41532,
LARCENY-NON VEHICLE,163262756,11/21/2016,1009 BYRON DR SW,306,Sylvan Hills,X,33.71294,-84.42153,
LARCENY-NON VEHICLE,163262791,11/21/2016,1450 DONNELLY AVE SW,402,West End,T,33.73772,-84.43479,
ROBBERY-PEDESTRIAN,163262813,11/21/2016,100 BISCAYNE DR NW,205,,C,33.81576,-84.39499,
LARCENY-FROM VEHICLE,163262886,11/21/2016,3580 CAMPBELLTON RD SW,413,Rue Royal,P,33.68584,-84.50474,
LARCENY-NON VEHICLE,163268036,11/21/2016,6000 N TERMINAL PKWY,705,,,33.64184,-84.4477,
LARCENY-FROM VEHICLE,163251140,11/21/2016,2680 METROPOLITAN PKWY. SW,309,Perkerson,X,33.68174,-84.40762,
LARCENY-NON VEHICLE,163251275,11/21/2016,1275 CAROLINE ST,609,Edgewood,O,33.75674,-84.34619,
AUTO THEFT,163260073,11/21/2016,1617 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76385,-84.44072,
LARCENY-FROM VEHICLE,163260163,11/21/2016,1000 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70764,-84.36005,
ROBBERY-PEDESTRIAN,163260188,11/21/2016,979 HOWELL PL SW,401,West End,T,33.73939,-84.41986,
AUTO THEFT,163260311,11/21/2016,693 FORMWALT ST SW,303,Mechanicsville,V,33.73595,-84.39622,
LARCENY-NON VEHICLE,163260418,11/21/2016,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636,
LARCENY-FROM VEHICLE,163260478,11/21/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.78547,-84.44593,
AGG ASSAULT,163260523,11/21/2016,912 HOLLYWOOD RD NW,109,Grove Park,J,33.77994,-84.45556,
LARCENY-FROM VEHICLE,163260551,11/21/2016,1616 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79848,-84.36825,
AUTO THEFT,163260559,11/21/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
AUTO THEFT,163260627,11/21/2016,246 AURORA AVE NW,108,Dixie Hills,J,33.76175,-84.45458,
AUTO THEFT,163260633,11/21/2016,1398 NORTHVIEW AVE NE,213,Morningside/Lenox Park,F,33.79262,-84.35905,
AUTO THEFT,163260739,11/21/2016,939 ARDEN AVE SW,301,Capitol View,X,33.71731,-84.41888,
AUTO THEFT,163260780,11/21/2016,1406 NORTHVIEW AVE NE,213,Morningside/Lenox Park,F,33.79273,-84.35919,
LARCENY-FROM VEHICLE,163260801,11/21/2016,2151 BELVEDERE AVE SW,409,Adams Park,R,33.72092,-84.45879,
LARCENY-FROM VEHICLE,163260815,11/21/2016,311 SCOTT ST SW;,406,,I,33.74956,-84.49595,
BURGLARY-NONRES,163260839,11/21/2016,905 JAMES JACKSON PKWY NW,113,Carey Park,G,33.7801,-84.47626,
LARCENY-FROM VEHICLE,163260865,11/21/2016,375 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76368,-84.37587,
ROBBERY-COMMERCIAL,163260915,11/21/2016,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-FROM VEHICLE,163260954,11/21/2016,1391 MILLER REED AVE SE,305,Chosewood Park,Y,33.71663,-84.37652,
LARCENY-NON VEHICLE,163260960,11/21/2016,2167 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.7609,-84.45842,
LARCENY-FROM VEHICLE,163260967,11/21/2016,1995 RAMBLING DR SW ,306,Sylvan Hills,X,33.70063,-84.40774,
LARCENY-FROM VEHICLE,163260990,11/21/2016,2064 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70653,-84.45693,
BURGLARY-RESIDENCE,163261048,11/21/2016,1760 NORTHSIDE DR NW,205,Channing Valley,C,33.80402,-84.40791,
BURGLARY-RESIDENCE,163261075,11/21/2016,205 7TH ST NE,505,Midtown,E,33.77814,-84.38039,
AUTO THEFT,163261090,11/21/2016,1388 LA FRANCE ST NE,609,Edgewood,O,33.7608,-84.34229,
AUTO THEFT,163261099,11/21/2016,2331 BOLTON RD NW,203,Bolton,D,33.81909,-84.46179,
BURGLARY-NONRES,163261102,11/21/2016,557 PEACHTREE ST NE,509,Downtown,M,33.76938,-84.38507,
LARCENY-FROM VEHICLE,163261108,11/21/2016,2101 SOUTHWOOD BLVD SW,412,Ben Hill Terrace,P,33.69616,-84.51962,
LARCENY-NON VEHICLE,163261140,11/21/2016,38 MANGUM ST SW,507,Castleberry Hill,M,33.75353,-84.39957,
RAPE,163261157,11/21/2016,2199 BAGWELL DR SW,310,Polar Rock,Z,33.69438,-84.39863,
AUTO THEFT,163261172,11/21/2016,300 MARTIN L KING JR DR SE,605,Oakland,W,33.74749,-84.37762,
LARCENY-NON VEHICLE,163261177,11/21/2016,2720 METROPOLITAN PKWY SW,311,Hammond Park,X,33.68067,-84.4072,
